Audit_Date,Banner,Banner_ID,CTA_Audit_Date_LV,CTA_Audited,CTA_Audited_LV,CTA_Compliance,CTA_Compliance_LV,CTA_Count,CTA_Count_LV,CTA_Hurdle_Rate_Percentage,CTA_Hurdle_Rate_Percentage_LV,CTA_Percentage,CTA_Percentage_LV,Cabinet_Care_Audit_Date_LV,Cabinet_Care_Audited,Cabinet_Care_Audited_LV,Cabinet_Care_Compliance,Cabinet_Care_Compliance_LV,Cabinet_Care_Count,Cabinet_Care_Count_LV,Cabinet_Care_Hurdle_Rate_Percentage,Cabinet_Care_Hurdle_Rate_Percentage_LV,Cabinet_Care_Percentage,Cabinet_Care_Percentage_LV,Cabinet_Fill_Audit_Date_LV,Cabinet_Fill_Audited,Cabinet_Fill_Audited_LV,Cabinet_Fill_Compliance,Cabinet_Fill_Compliance_LV,Cabinet_Fill_Count,Cabinet_Fill_Count_LV,Cabinet_Fill_Hurdle_Rate_Percentage,Cabinet_Fill_Hurdle_Rate_Percentage_LV,Cabinet_Fill_Percentage,Cabinet_Fill_Percentage_LV,Cabinet_Type_Audit_Date_LV,Cabinet_Type_Audited,Cabinet_Type_Audited_LV,Cabinet_Type_Compliance,Cabinet_Type_Compliance_LV,Cabinet_Type_Count,Cabinet_Type_Count_LV,Cabinet_Type_Hurdle_Rate_Percentage,Cabinet_Type_Hurdle_Rate_Percentage_LV,Cabinet_Type_Percentage,Cabinet_Type_Percentage_LV,Category_ID,Channel,City,City_ID,Commune,Country,Customer,Customer_ID,Division_ID,Field_Execution_Manager,Field_Execution_Manager_ID,Field_Sales_Manager,Field_Sales_Manager_ID,Key_Customer_Type,Local_Channel,Local_Channel_ID,Local_Product_Category,Local_Product_Market,Local_Subchannel,Local_Subchannel_ID,Location,Location_Audit_Date_LV,Location_Audited,Location_Audited_LV,Location_Compliance,Location_Compliance_LV,Location_Count,Location_Count_LV,Location_Hurdle_Rate_Percentage,Location_Hurdle_Rate_Percentage_LV,Location_Percentage,Location_Percentage_LV,Market_ID,NPD_Audit_Date_LV,NPD_Audited,NPD_Audited_LV,NPD_Count,NPD_Count_LV,NPD_Hurdle_Rate_Percentage,NPD_Hurdle_Rate_Percentage_LV,NPD_Percentage,NPD_Percentage_LV,OSA_Audit_Date_LV,OSA_Audited,OSA_Audited_LV,OSA_Count,OSA_Count_LV,OSA_Hurdle_Rate_Percentage,OSA_Hurdle_Rate_Percentage_LV,OSA_Percentage,OSA_Percentage_LV,Outlet_Classification,Outlet_ID,Outlet_Name,POS_Kits_Audit_Date_LV,POS_Kits_Audited,POS_Kits_Audited_LV,POS_Kits_Compliance,POS_Kits_Compliance_LV,POS_Kits_Count,POS_Kits_Count_LV,POS_Kits_Hurdle_Rate_Percentage,POS_Kits_Hurdle_Rate_Percentage_LV,POS_Kits_Percentage,POS_Kits_Percentage_LV,PSP_Audit_Date_LV,PSP_Audited,PSP_Audited_LV,PSP_Compliance,PSP_Compliance_LV,PSP_Count,PSP_Count_LV,PSP_Hurdle_Rate_Percentage,PSP_Hurdle_Rate_Percentage_LV,PSP_Percentage,PSP_Percentage_LV,PS_Category,PS_Compliance,PS_Compliance_Audit_Date_LV,PS_Compliance_LV,PS_Compliance_Target,PS_Standard,Pack_Audit_Date_LV,Pack_Compliance,Pack_Compliance_LV,Place_Audit_Date_LV,Place_Compliance,Place_Compliance_LV,Planogram_Audit_Date_LV,Planogram_Audited,Planogram_Audited_LV,Planogram_Compliance,Planogram_Compliance_LV,Planogram_Count,Planogram_Count_LV,Planogram_Hurdle_Rate_Percentage,Planogram_Hurdle_Rate_Percentage_LV,Planogram_Percentage,Planogram_Percentage_LV,Price_Audit_Date_LV,Price_Compliance,Price_Compliance_LV,Price_Visibility_Audit_Date_LV,Price_Visibility_Audited,Price_Visibility_Audited_LV,Price_Visibility_Compliance,Price_Visibility_Compliance_LV,Price_Visibility_Count,Price_Visibility_Count_LV,Price_Visibility_Hurdle_Rate_Percentage,Price_Visibility_Hurdle_Rate_Percentage_LV,Price_Visibility_Percentage,Price_Visibility_Percentage_LV,Priority_Promo_Audit_Date_LV,Priority_Promo_Audited,Priority_Promo_Audited_LV,Priority_Promo_Compliance,Priority_Promo_Compliance_LV,Priority_Promo_Count,Priority_Promo_Count_LV,Priority_Promo_Hurdle_Rate_Percentage,Priority_Promo_Hurdle_Rate_Percentage_LV,Priority_Promo_Percentage,Priority_Promo_Percentage_LV,Product_Category,Product_Compliance,Product_Compliance_Audit_Date_LV,Product_Compliance_LV,Product_Division,Product_Market,Promo_Audit_Date_LV,Promo_Compliance,Promo_Compliance_LV,Proposition_Audit_Date_LV,Propostion_Compliance,Propostion_Compliance_LV,Province,Record_Id,Region,Rural_Urban,SOF_Audit_Date_LV,SOF_Audited,SOF_Audited_LV,SOF_Compliance,SOF_Compliance_LV,SOF_Count,SOF_Count_LV,SOF_Hurdle_Rate_Percentage,SOF_Hurdle_Rate_Percentage_LV,SOF_Percentage,SOF_Percentage_LV,SOS_Audit_Date_LV,SOS_Audited,SOS_Audited_LV,SOS_Compliance,SOS_Compliance_LV,SOS_Count,SOS_Count_LV,SOS_Hurdle_Rate_Percentage,SOS_Hurdle_Rate_Percentage_LV,SOS_Percentage,SOS_Percentage_LV,Sales_Org,Sales_Region,Sales_Route,Sales_Territory,Sales_area,Secondary_Placement_Audit_Date_LV,Secondary_Placement_Audited,Secondary_Placement_Audited_LV,Secondary_Placement_Compliance,Secondary_Placement_Compliance_LV,Secondary_Placement_Count,Secondary_Placement_Count_LV,Secondary_Placement_Hurdle_Rate_Percentage,Secondary_Placement_Hurdle_Rate_Percentage_LV,Secondary_Placement_Percentage,Secondary_Placement_Percentage_LV,Share_of_Cabinet_Audit_Date_LV,Share_of_Cabinet_Audited,Share_of_Cabinet_Audited_LV,Share_of_Cabinet_Compliance,Share_of_Cabinet_Compliance_LV,Share_of_Cabinet_Count,Share_of_Cabinet_Count_LV,Share_of_Cabinet_Hurdle_Rate_Percentage,Share_of_Cabinet_Hurdle_Rate_Percentage_LV,Share_of_Cabinet_Percentage,Share_of_Cabinet_Percentage_LV,Store_Operations_Manager,Store_Operations_Manager_ID,Strategic_Price_Audit_Date_LV,Strategic_Price_Audited,Strategic_Price_Audited_LV,Strategic_Price_Compliance,Strategic_Price_Compliance_LV,Strategic_Price_Count,Strategic_Price_Count_LV,Strategic_Price_Hurdle_Rate_Percentage,Strategic_Price_Hurdle_Rate_Percentage_LV,Strategic_Price_Percentage,Strategic_Price_Percentage_LV,Subchannel,Top_Customer,Trade_Format
2016-03-06,Banner 10,10,2016-03-06,0,0,0,0,0,2,0.683,0.683,0.683,0.683,2016-03-06,0,0,0,0,0,47,0.683,0.683,0.683,0.683,2016-03-06,0,0,0,0,0,14,0.683,0.683,0.683,0.683,2016-03-06,0,0,0,0,0,33,0.683,0.683,0.683,0.683,18,Channel 10,City 1,1,Commune 1,Indonesia,Customer 10,10,1,Manager 4,4,Manager 4,4,Others,Channel 10,10,Route 1,Market 6,Local Subchannel 2,10,Market,2016-03-06,0,0,0,0,0,1,0.683,0.683,0.683,0.683,18,2016-03-06,1,0,1,0,0.589,0.683,0.589,0.683,2016-03-06,1,0,22,0,0.622,0.683,0.622,0.683,MIX,60,Outlet 60,2016-03-06,0,0,0,0,0,49,0.683,0.683,0.683,0.683,2016-03-06,0,0,0,0,0,0,0.683,0.683,0.683,0.683,HPC&F,1,2016-03-06,0,0.51,6P,2016-03-06,0,0,2016-03-06,0,0,2016-03-06,0,0,0,0,0,32,0.683,0.683,0.683,0.683,2016-03-06,1,0,2016-03-06,4,0,0,0,89,0,0.683,0.683,0.683,0.683,2016-03-06,4,0,0,0,4,38,0.683,0.683,0.683,0.683,Ice Cream,1,2016-03-06,0,Ice Cream,Market 6,2016-03-06,1,0,2016-03-06,0,0,Province 1,HPC&F2016-03-0660,North,Urban,2016-03-06,4,0,0,0,4,34,0.683,0.683,0.683,0.683,2016-03-06,4,0,0,0,4,14,0.683,0.683,0.683,0.683,HPC&F,Reg 1,Route 1,Territory 1,Area 1,2016-03-06,0,0,0,0,0,8,0.683,0.683,0.683,0.683,2016-03-06,0,0,0,0,0,11,0.683,0.683,0.683,0.683,Manager 4,4,2016-03-06,4,0,4,0,4,0,0.777,0.683,0.777,0.683,Discounters,YES,MT
2016-12-06,Banner 10,10,2016-12-06,0,0,0,0,0,50,0.415,0.415,0.415,0.415,2016-12-06,0,0,0,0,0,7,0.415,0.415,0.415,0.415,2016-12-06,0,0,0,0,0,41,0.415,0.415,0.415,0.415,2016-12-06,0,0,0,0,0,22,0.415,0.415,0.415,0.415,52,Channel 10,City 1,1,Commune 1,Indonesia,Customer 10,10,1,Manager 5,5,Manager 5,5,Regional,Channel 10,10,Route 1,Market 6,Local Subchannel 27,10,Market,2016-12-06,0,0,0,0,0,9,0.415,0.415,0.415,0.415,52,2016-12-06,1,0,1,0,0.635,0.415,0.635,0.415,2016-12-06,1,0,35,0,0.547,0.415,0.547,0.415,MIX,61,Outlet 61,2016-12-06,0,0,0,0,0,6,0.415,0.415,0.415,0.415,2016-12-06,0,0,0,0,0,27,0.415,0.415,0.415,0.415,HPC&F,1,2016-12-06,0,0.6,6P,2016-12-06,1,0,2016-12-06,0,0,2016-12-06,0,0,0,0,0,41,0.415,0.415,0.415,0.415,2016-12-06,0,0,2016-12-06,5,0,0,0,50,0,0.415,0.415,0.415,0.415,2016-12-06,5,0,0,0,5,26,0.415,0.415,0.415,0.415,Ice Cream,1,2016-12-06,0,Ice Cream,Market 6,2016-12-06,0,0,2016-12-06,0,0,Province 1,HPC&F2016-12-0661,North,Urban,2016-12-06,5,0,0,0,5,29,0.415,0.415,0.415,0.415,2016-12-06,5,0,0,0,5,13,0.415,0.415,0.415,0.415,HPC&F,Reg 1,Route 1,Territory 1,Area 1,2016-12-06,0,0,0,0,0,16,0.415,0.415,0.415,0.415,2016-12-06,0,0,0,0,0,31,0.415,0.415,0.415,0.415,Manager 5,5,2016-12-06,5,0,5,0,5,0,0.28,0.415,0.28,0.415,Discounters,YES,MT
2016-11-06,Banner 10,10,2016-11-06,0,0,0,0,0,25,0.316,0.316,0.316,0.316,2016-11-06,0,0,0,0,0,23,0.316,0.316,0.316,0.316,2016-11-06,0,0,0,0,0,2,0.316,0.316,0.316,0.316,2016-11-06,0,0,0,0,0,23,0.316,0.316,0.316,0.316,36,Channel 10,City 1,1,Commune 1,Indonesia,Customer 10,10,0,Manager 5,5,Manager 5,5,Global,Channel 10,10,Route 1,Market 6,Local Subchannel 18,10,Street,2016-11-06,0,0,0,0,0,38,0.316,0.316,0.316,0.316,36,2016-11-06,1,0,1,0,0.634,0.316,0.634,0.316,2016-11-06,0,0,48,0,0.288,0.316,0.288,0.316,MIX,62,Outlet 62,2016-11-06,0,0,0,0,0,11,0.316,0.316,0.316,0.316,2016-11-06,0,0,0,0,0,3,0.316,0.316,0.316,0.316,IC,0,2016-11-06,0,0.567,6P,2016-11-06,1,0,2016-11-06,0,0,2016-11-06,0,0,0,0,0,46,0.316,0.316,0.316,0.316,2016-11-06,1,0,2016-11-06,5,0,0,0,15,0,0.316,0.316,0.316,0.316,2016-11-06,5,0,0,0,5,27,0.316,0.316,0.316,0.316,Ice Cream,0,2016-11-06,0,Ice Cream,Market 6,2016-11-06,1,0,2016-11-06,0,0,Province 1,IC2016-11-0662,North,Urban,2016-11-06,5,0,0,0,5,17,0.316,0.316,0.316,0.316,2016-11-06,5,0,0,0,5,29,0.316,0.316,0.316,0.316,IC,Reg 1,Route 1,Territory 1,Area 1,2016-11-06,0,0,0,0,0,4,0.316,0.316,0.316,0.316,2016-11-06,0,0,0,0,0,25,0.316,0.316,0.316,0.316,Manager 5,5,2016-11-06,5,0,5,0,5,0,0.939,0.316,0.939,0.316,Discounters,YES,MT
2016-10-06,Banner 10,10,2016-10-06,0,0,0,0,0,26,0.999,0.999,0.999,0.999,2016-10-06,0,0,0,0,0,30,0.999,0.999,0.999,0.999,2016-10-06,0,0,0,0,0,28,0.999,0.999,0.999,0.999,2016-10-06,0,0,0,0,0,27,0.999,0.999,0.999,0.999,2,Channel 10,City 1,1,Commune 1,Indonesia,Customer 10,10,1,Manager 5,5,Manager 5,5,Local,Channel 10,10,Route 1,Market 1,Local Subchannel 10,10,Street,2016-10-06,0,0,0,0,0,40,0.999,0.999,0.999,0.999,2,2016-10-06,0,0,0,0,0.283,0.999,0.283,0.999,2016-10-06,0,0,29,0,0.177,0.999,0.177,0.999,MIX,63,Outlet 63,2016-10-06,0,0,0,0,0,17,0.999,0.999,0.999,0.999,2016-10-06,0,0,0,0,0,31,0.999,0.999,0.999,0.999,HPC&F,0,2016-10-06,0,0,6P,2016-10-06,1,0,2016-10-06,0,0,2016-10-06,0,0,0,0,0,43,0.999,0.999,0.999,0.999,2016-10-06,1,0,2016-10-06,1,0,0,0,43,0,0.999,0.999,0.999,0.999,2016-10-06,1,0,0,0,1,49,0.999,0.999,0.999,0.999,Skin Care,0,2016-10-06,0,Skin Care,Market 1,2016-10-06,1,0,2016-10-06,0,0,Province 1,HPC&F2016-10-0663,North,Urban,2016-10-06,1,0,0,0,1,9,0.999,0.999,0.999,0.999,2016-10-06,1,0,0,0,1,1,0.999,0.999,0.999,0.999,HPC&F,Reg 1,Route 1,Territory 1,Area 1,2016-10-06,0,0,0,0,0,20,0.999,0.999,0.999,0.999,2016-10-06,0,0,0,0,0,28,0.999,0.999,0.999,0.999,Manager 1,1,2016-10-06,5,0,5,0,1,0,0.384,0.999,0.384,0.999,Discounters,YES,MT
2016-09-06,Banner 10,10,2016-09-06,1,1,1,1,1,39,0.634,0.634,0.634,0.634,2016-09-06,1,1,1,1,1,34,0.634,0.634,0.634,0.634,2016-09-06,1,1,1,1,1,29,0.634,0.634,0.634,0.634,2016-09-06,1,1,1,1,1,34,0.634,0.634,0.634,0.634,34,Channel 10,City 1,1,Commune 1,Indonesia,Customer 10,10,1,Manager 6,6,Manager 6,6,Others,Channel 10,10,Route 1,Market 1,Local Subchannel 35,10,Street,2016-09-06,1,1,1,1,1,29,0.634,0.634,0.634,0.634,34,2016-09-06,0,1,0,1,0.079,0.634,0.079,0.634,2016-09-06,0,1,20,1,0.36,0.634,0.36,0.634,MIX,64,Outlet 64,2016-09-06,1,1,1,1,1,20,0.634,0.634,0.634,0.634,2016-09-06,1,1,1,1,1,21,0.634,0.634,0.634,0.634,IC,0,2016-09-06,1,0,6P,2016-09-06,0,1,2016-09-06,1,1,2016-09-06,1,1,1,1,1,45,0.634,0.634,0.634,0.634,2016-09-06,0,1,2016-09-06,2,1,1,1,99,1,0.634,0.634,0.634,0.634,2016-09-06,2,1,1,1,2,47,0.634,0.634,0.634,0.634,Hair,0,2016-09-06,1,Hair,Market 1,2016-09-06,1,1,2016-09-06,1,1,Province 1,IC2016-09-0664,North,Urban,2016-09-06,2,1,1,1,2,28,0.634,0.634,0.634,0.634,2016-09-06,2,1,1,1,2,16,0.634,0.634,0.634,0.634,IC,Reg 1,Route 1,Territory 1,Area 1,2016-09-06,1,1,1,1,1,2,0.634,0.634,0.634,0.634,2016-09-06,1,1,1,1,1,26,0.634,0.634,0.634,0.634,Manager 2,2,2016-09-06,6,1,6,1,2,1,0.627,0.634,0.627,0.634,Discounters,YES,MT
2016-08-06,Banner 10,10,2016-08-06,1,1,1,1,1,50,0.509,0.509,0.509,0.509,2016-08-06,1,1,1,1,1,46,0.509,0.509,0.509,0.509,2016-08-06,1,1,1,1,1,46,0.509,0.509,0.509,0.509,2016-08-06,1,1,1,1,1,41,0.509,0.509,0.509,0.509,18,Channel 10,City 1,1,Commune 1,Indonesia,Customer 10,10,0,Manager 6,6,Manager 6,6,Regional,Channel 10,10,Route 1,Market 1,Local Subchannel 18,10,Street,2016-08-06,1,1,1,1,1,14,0.509,0.509,0.509,0.509,18,2016-08-06,0,1,1,1,0.066,0.509,0.066,0.509,2016-08-06,0,1,20,1,0.844,0.509,0.844,0.509,MIX,65,Outlet 65,2016-08-06,1,1,1,1,1,23,0.509,0.509,0.509,0.509,2016-08-06,1,1,1,1,1,4,0.509,0.509,0.509,0.509,IC,0,2016-08-06,1,0.677,6P,2016-08-06,0,1,2016-08-06,1,1,2016-08-06,1,1,1,1,1,36,0.509,0.509,0.509,0.509,2016-08-06,0,1,2016-08-06,3,1,1,1,63,1,0.509,0.509,0.509,0.509,2016-08-06,3,1,1,1,3,1,0.509,0.509,0.509,0.509,Ice Cream,0,2016-08-06,1,Ice Cream,Market 1,2016-08-06,0,1,2016-08-06,1,1,Province 1,IC2016-08-0665,North,Urban,2016-08-06,3,1,1,1,3,38,0.509,0.509,0.509,0.509,2016-08-06,3,1,1,1,3,4,0.509,0.509,0.509,0.509,IC,Reg 1,Route 1,Territory 1,Area 1,2016-08-06,1,1,1,1,1,16,0.509,0.509,0.509,0.509,2016-08-06,1,1,1,1,1,19,0.509,0.509,0.509,0.509,Manager 3,3,2016-08-06,6,1,6,1,3,1,0.693,0.509,0.693,0.509,Discounters,YES,MT
2016-07-06,Banner 10,10,2016-07-06,1,1,1,1,1,17,0.799,0.799,0.799,0.799,2016-07-06,1,1,1,1,1,24,0.799,0.799,0.799,0.799,2016-07-06,1,1,1,1,1,36,0.799,0.799,0.799,0.799,2016-07-06,1,1,1,1,1,15,0.799,0.799,0.799,0.799,35,Channel 10,City 1,1,Commune 1,Indonesia,Customer 10,10,0,Manager 6,6,Manager 6,6,Global,Channel 10,10,Route 1,Market 1,Local Subchannel 7,10,Market,2016-07-06,1,1,1,1,1,22,0.799,0.799,0.799,0.799,35,2016-07-06,0,1,1,1,0.642,0.799,0.642,0.799,2016-07-06,0,1,42,1,0.283,0.799,0.283,0.799,MIX,66,Outlet 66,2016-07-06,1,1,1,1,1,44,0.799,0.799,0.799,0.799,2016-07-06,1,1,1,1,1,32,0.799,0.799,0.799,0.799,IC,0,2016-07-06,1,0.797,6P,2016-07-06,0,1,2016-07-06,1,1,2016-07-06,1,1,1,1,1,5,0.799,0.799,0.799,0.799,2016-07-06,0,1,2016-07-06,4,1,1,1,5,1,0.799,0.799,0.799,0.799,2016-07-06,4,1,1,1,4,8,0.799,0.799,0.799,0.799,Ice Cream,0,2016-07-06,1,Ice Cream,Market 1,2016-07-06,0,1,2016-07-06,1,1,Province 1,IC2016-07-0666,North,Urban,2016-07-06,4,1,1,1,4,35,0.799,0.799,0.799,0.799,2016-07-06,4,1,1,1,4,2,0.799,0.799,0.799,0.799,IC,Reg 1,Route 1,Territory 1,Area 1,2016-07-06,1,1,1,1,1,6,0.799,0.799,0.799,0.799,2016-07-06,1,1,1,1,1,46,0.799,0.799,0.799,0.799,Manager 4,4,2016-07-06,6,1,6,1,4,1,0.65,0.799,0.65,0.799,Discounters,YES,MT
2016-06-06,Banner 10,10,2016-06-06,0,0,0,0,0,34,0.842,0.842,0.842,0.842,2016-06-06,0,0,0,0,0,32,0.842,0.842,0.842,0.842,2016-06-06,0,0,0,0,0,22,0.842,0.842,0.842,0.842,2016-06-06,0,0,0,0,0,32,0.842,0.842,0.842,0.842,54,Channel 10,City 1,1,Commune 1,Indonesia,Customer 10,10,1,Manager 7,7,Manager 7,7,Local,Channel 10,10,Route 1,Market 1,Local Subchannel 60,10,Market,2016-06-06,0,0,0,0,0,41,0.842,0.842,0.842,0.842,54,2016-06-06,0,0,1,0,0.405,0.842,0.405,0.842,2016-06-06,1,0,11,0,0.706,0.842,0.706,0.842,MIX,67,Outlet 67,2016-06-06,0,0,0,0,0,22,0.842,0.842,0.842,0.842,2016-06-06,0,0,0,0,0,46,0.842,0.842,0.842,0.842,HPC&F,1,2016-06-06,0,0.8,6P,2016-06-06,1,0,2016-06-06,0,0,2016-06-06,0,0,0,0,0,7,0.842,0.842,0.842,0.842,2016-06-06,1,0,2016-06-06,5,0,0,0,80,0,0.842,0.842,0.842,0.842,2016-06-06,5,0,0,0,5,0,0.842,0.842,0.842,0.842,Ice Cream,1,2016-06-06,0,Ice Cream,Market 1,2016-06-06,1,0,2016-06-06,0,0,Province 1,HPC&F2016-06-0667,North,Urban,2016-06-06,5,0,0,0,5,2,0.842,0.842,0.842,0.842,2016-06-06,5,0,0,0,5,1,0.842,0.842,0.842,0.842,HPC&F,Reg 1,Route 1,Territory 1,Area 1,2016-06-06,0,0,0,0,0,11,0.842,0.842,0.842,0.842,2016-06-06,0,0,0,0,0,10,0.842,0.842,0.842,0.842,Manager 5,5,2016-06-06,7,0,7,0,5,0,0.623,0.842,0.623,0.842,Discounters,YES,MT
2016-05-06,Banner 10,10,2016-05-06,0,0,0,0,0,45,0.431,0.431,0.431,0.431,2016-05-06,0,0,0,0,0,24,0.431,0.431,0.431,0.431,2016-05-06,0,0,0,0,0,29,0.431,0.431,0.431,0.431,2016-05-06,0,0,0,0,0,48,0.431,0.431,0.431,0.431,22,Channel 10,City 1,1,Commune 1,Indonesia,Customer 10,10,1,Manager 7,7,Manager 7,7,Others,Channel 10,10,Route 1,Market 1,Local Subchannel 1,10,Street,2016-05-06,0,0,0,0,0,16,0.431,0.431,0.431,0.431,22,2016-05-06,0,0,0,0,0.855,0.431,0.855,0.431,2016-05-06,1,0,25,0,0.012,0.431,0.012,0.431,MIX,68,Outlet 68,2016-05-06,0,0,0,0,0,33,0.431,0.431,0.431,0.431,2016-05-06,0,0,0,0,0,7,0.431,0.431,0.431,0.431,HPC&F,1,2016-05-06,0,0,6P,2016-05-06,1,0,2016-05-06,0,0,2016-05-06,0,0,0,0,0,15,0.431,0.431,0.431,0.431,2016-05-06,0,0,2016-05-06,6,0,0,0,95,0,0.431,0.431,0.431,0.431,2016-05-06,6,0,0,0,6,17,0.431,0.431,0.431,0.431,Skin Care,1,2016-05-06,0,Skin Care,Market 1,2016-05-06,0,0,2016-05-06,0,0,Province 1,HPC&F2016-05-0668,North,Urban,2016-05-06,6,0,0,0,6,13,0.431,0.431,0.431,0.431,2016-05-06,6,0,0,0,6,22,0.431,0.431,0.431,0.431,HPC&F,Reg 1,Route 1,Territory 1,Area 1,2016-05-06,0,0,0,0,0,35,0.431,0.431,0.431,0.431,2016-05-06,0,0,0,0,0,41,0.431,0.431,0.431,0.431,Manager 6,6,2016-05-06,7,0,7,0,6,0,0.138,0.431,0.138,0.431,Discounters,YES,MT
2016-04-06,Banner 10,10,2016-04-06,0,0,0,0,0,3,0.859,0.859,0.859,0.859,2016-04-06,0,0,0,0,0,37,0.859,0.859,0.859,0.859,2016-04-06,0,0,0,0,0,34,0.859,0.859,0.859,0.859,2016-04-06,0,0,0,0,0,49,0.859,0.859,0.859,0.859,30,Channel 10,City 1,1,Commune 1,Indonesia,Customer 10,10,1,Manager 7,7,Manager 7,7,Regional,Channel 10,10,Route 1,Market 1,Local Subchannel 58,10,Street,2016-04-06,0,0,0,0,0,47,0.859,0.859,0.859,0.859,30,2016-04-06,0,0,0,0,0.839,0.859,0.839,0.859,2016-04-06,0,0,9,0,0.033,0.859,0.033,0.859,MIX,69,Outlet 69,2016-04-06,0,0,0,0,0,38,0.859,0.859,0.859,0.859,2016-04-06,0,0,0,0,0,40,0.859,0.859,0.859,0.859,IC,0,2016-04-06,0,0,6P,2016-04-06,1,0,2016-04-06,0,0,2016-04-06,0,0,0,0,0,14,0.859,0.859,0.859,0.859,2016-04-06,0,0,2016-04-06,7,0,0,0,77,0,0.859,0.859,0.859,0.859,2016-04-06,7,0,0,0,7,28,0.859,0.859,0.859,0.859,Hair,0,2016-04-06,0,Hair,Market 1,2016-04-06,1,0,2016-04-06,0,0,Province 1,IC2016-04-0669,North,Urban,2016-04-06,7,0,0,0,7,2,0.859,0.859,0.859,0.859,2016-04-06,7,0,0,0,7,19,0.859,0.859,0.859,0.859,IC,Reg 1,Route 1,Territory 1,Area 1,2016-04-06,0,0,0,0,0,17,0.859,0.859,0.859,0.859,2016-04-06,0,0,0,0,0,30,0.859,0.859,0.859,0.859,Manager 7,7,2016-04-06,7,0,7,0,7,0,0.201,0.859,0.201,0.859,Discounters,YES,MT
2016-03-06,Banner 10,10,2016-03-06,1,1,1,1,1,17,0.904,0.904,0.904,0.904,2016-03-06,1,1,1,1,1,31,0.904,0.904,0.904,0.904,2016-03-06,1,1,1,1,1,50,0.904,0.904,0.904,0.904,2016-03-06,1,1,1,1,1,29,0.904,0.904,0.904,0.904,35,Channel 10,City 1,1,Commune 1,Indonesia,Customer 10,10,1,Manager 8,8,Manager 8,8,Global,Channel 10,10,Route 1,Market 1,Local Subchannel 39,10,Market,2016-03-06,1,1,1,1,1,37,0.904,0.904,0.904,0.904,35,2016-03-06,0,1,1,1,0.071,0.904,0.071,0.904,2016-03-06,0,1,3,1,0.87,0.904,0.87,0.904,MIX,70,Outlet 70,2016-03-06,1,1,1,1,1,14,0.904,0.904,0.904,0.904,2016-03-06,1,1,1,1,1,2,0.904,0.904,0.904,0.904,IC,0,2016-03-06,1,0.563,6P,2016-03-06,0,1,2016-03-06,1,1,2016-03-06,1,1,1,1,1,49,0.904,0.904,0.904,0.904,2016-03-06,1,1,2016-03-06,8,1,1,1,66,1,0.904,0.904,0.904,0.904,2016-03-06,8,1,1,1,8,29,0.904,0.904,0.904,0.904,Ice Cream,0,2016-03-06,1,Ice Cream,Market 1,2016-03-06,0,1,2016-03-06,1,1,Province 1,IC2016-03-0670,North,Urban,2016-03-06,8,1,1,1,8,24,0.904,0.904,0.904,0.904,2016-03-06,8,1,1,1,8,8,0.904,0.904,0.904,0.904,IC,Reg 1,Route 1,Territory 1,Area 1,2016-03-06,1,1,1,1,1,18,0.904,0.904,0.904,0.904,2016-03-06,1,1,1,1,1,9,0.904,0.904,0.904,0.904,Manager 8,8,2016-03-06,8,1,8,1,8,1,0.722,0.904,0.722,0.904,Discounters,YES,MT
2016-12-06,Banner 10,10,2016-12-06,0,0,0,0,0,30,0.7,0.7,0.7,0.7,2016-12-06,0,0,0,0,0,5,0.7,0.7,0.7,0.7,2016-12-06,0,0,0,0,0,23,0.7,0.7,0.7,0.7,2016-12-06,0,0,0,0,0,20,0.7,0.7,0.7,0.7,15,Channel 10,City 1,1,Commune 1,Indonesia,Customer 10,10,1,Manager 8,8,Manager 8,8,Local,Channel 10,10,Route 1,Market 1,Local Subchannel 20,10,Market,2016-12-06,0,0,0,0,0,50,0.7,0.7,0.7,0.7,15,2016-12-06,1,0,1,0,0.766,0.7,0.766,0.7,2016-12-06,0,0,20,0,0.435,0.7,0.435,0.7,MIX,71,Outlet 71,2016-12-06,0,0,0,0,0,30,0.7,0.7,0.7,0.7,2016-12-06,0,0,0,0,0,27,0.7,0.7,0.7,0.7,IC,0,2016-12-06,0,0.527,6P,2016-12-06,0,0,2016-12-06,0,0,2016-12-06,0,0,0,0,0,21,0.7,0.7,0.7,0.7,2016-12-06,0,0,2016-12-06,9,0,0,0,28,0,0.7,0.7,0.7,0.7,2016-12-06,9,0,0,0,9,6,0.7,0.7,0.7,0.7,Ice Cream,0,2016-12-06,0,Ice Cream,Market 1,2016-12-06,0,0,2016-12-06,0,0,Province 1,IC2016-12-0671,North,Urban,2016-12-06,9,0,0,0,9,30,0.7,0.7,0.7,0.7,2016-12-06,9,0,0,0,9,18,0.7,0.7,0.7,0.7,IC,Reg 1,Route 1,Territory 1,Area 1,2016-12-06,0,0,0,0,0,23,0.7,0.7,0.7,0.7,2016-12-06,0,0,0,0,0,44,0.7,0.7,0.7,0.7,Manager 9,9,2016-12-06,8,0,8,0,9,0,0.592,0.7,0.592,0.7,Discounters,YES,MT
