4P/5P/6P,Banner,COTC,Cabinet,Channel,City,Cluster,Commune,Compliance Level,Country,Customer,Customer subtype,Customer type,DT route type,Date of audit,Local Customer Name,Local Outlet Name,OOS,OSA,Outlet classification,Product brand,Product category,Product division,Product market,Product sector,Province,Region,SKU,Sales area,Sales region,Sales route,Sales territory,Store area,Store location,Subchannel,Trade Format,VOID
6P,Banner 1,0,Cabinet 10001,Hypermarket,City 1,SEAA,Commune 1,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 1,15-02-16,Customer 1,Outlet 1,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Hypermarket,MT,0
6P,Banner 4,0,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-03-15,Customer 4,Outlet 4,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,1,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-03-15,Customer 4,Outlet 4,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 1,North,SKU 17,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,1,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-03-15,Customer 4,Outlet 4,0,1,MIX,Brand 9,Ice Cream,Beverages & Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-03-15,Customer 4,Outlet 4,0,1,MIX,Brand 10,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 19,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-03-15,Customer 4,Outlet 4,1,0,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 20,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 10004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-03-15,Customer 4,Outlet 4,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-04-15,Customer 4,Outlet 4,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,1,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-04-15,Customer 4,Outlet 4,1,0,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 1,North,SKU 17,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,1,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-04-15,Customer 4,Outlet 4,0,1,MIX,Brand 9,Ice Cream,Beverages & Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-04-15,Customer 4,Outlet 4,0,1,MIX,Brand 10,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 19,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-04-15,Customer 4,Outlet 4,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 20,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 10004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-04-15,Customer 4,Outlet 4,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-05-15,Customer 4,Outlet 4,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,1,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-05-15,Customer 4,Outlet 4,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 1,North,SKU 17,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,1,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-05-15,Customer 4,Outlet 4,0,1,MIX,Brand 9,Ice Cream,Beverages & Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-05-15,Customer 4,Outlet 4,0,1,MIX,Brand 10,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 19,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-05-15,Customer 4,Outlet 4,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 20,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 10004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-05-15,Customer 4,Outlet 4,0,0,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,1
6P,Banner 4,0,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-06-15,Customer 4,Outlet 4,1,0,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,1,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-06-15,Customer 4,Outlet 4,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 1,North,SKU 17,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,1,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-06-15,Customer 4,Outlet 4,0,1,MIX,Brand 9,Ice Cream,Beverages & Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-06-15,Customer 4,Outlet 4,0,1,MIX,Brand 10,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 19,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-06-15,Customer 4,Outlet 4,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 20,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 10004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-06-15,Customer 4,Outlet 4,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-07-15,Customer 4,Outlet 4,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,1,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-07-15,Customer 4,Outlet 4,1,0,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 1,North,SKU 17,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,1,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-07-15,Customer 4,Outlet 4,0,1,MIX,Brand 9,Ice Cream,Beverages & Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-07-15,Customer 4,Outlet 4,0,1,MIX,Brand 10,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 19,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-07-15,Customer 4,Outlet 4,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 20,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 10004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-07-15,Customer 4,Outlet 4,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-08-15,Customer 4,Outlet 4,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,1,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-08-15,Customer 4,Outlet 4,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 1,North,SKU 17,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,1,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-08-15,Customer 4,Outlet 4,1,0,MIX,Brand 9,Ice Cream,Beverages & Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-08-15,Customer 4,Outlet 4,0,1,MIX,Brand 10,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 19,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-08-15,Customer 4,Outlet 4,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 20,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 10004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-08-15,Customer 4,Outlet 4,1,0,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-09-15,Customer 4,Outlet 4,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,1,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-09-15,Customer 4,Outlet 4,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 1,North,SKU 17,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,1,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-09-15,Customer 4,Outlet 4,0,1,MIX,Brand 9,Ice Cream,Beverages & Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-09-15,Customer 4,Outlet 4,0,1,MIX,Brand 10,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 19,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-09-15,Customer 4,Outlet 4,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 20,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 10004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-09-15,Customer 4,Outlet 4,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-10-15,Customer 4,Outlet 4,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,1,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-10-15,Customer 4,Outlet 4,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 1,North,SKU 17,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,1,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-10-15,Customer 4,Outlet 4,0,1,MIX,Brand 9,Ice Cream,Beverages & Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-10-15,Customer 4,Outlet 4,0,1,MIX,Brand 10,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 19,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-10-15,Customer 4,Outlet 4,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 20,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 10004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-10-15,Customer 4,Outlet 4,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-11-15,Customer 4,Outlet 4,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,1,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-11-15,Customer 4,Outlet 4,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 1,North,SKU 17,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,1,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-11-15,Customer 4,Outlet 4,0,1,MIX,Brand 9,Ice Cream,Beverages & Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-11-15,Customer 4,Outlet 4,0,1,MIX,Brand 10,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 19,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-11-15,Customer 4,Outlet 4,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 20,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 10004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-11-15,Customer 4,Outlet 4,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-12-15,Customer 4,Outlet 4,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,1,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-12-15,Customer 4,Outlet 4,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 1,North,SKU 17,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,1,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-12-15,Customer 4,Outlet 4,0,1,MIX,Brand 9,Ice Cream,Beverages & Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-12-15,Customer 4,Outlet 4,0,1,MIX,Brand 10,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 19,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-12-15,Customer 4,Outlet 4,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 20,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 10004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-12-15,Customer 4,Outlet 4,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-01-16,Customer 4,Outlet 4,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,1,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-01-16,Customer 4,Outlet 4,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 1,North,SKU 17,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,1,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-01-16,Customer 4,Outlet 4,0,1,MIX,Brand 9,Ice Cream,Beverages & Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-01-16,Customer 4,Outlet 4,0,1,MIX,Brand 10,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 19,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-01-16,Customer 4,Outlet 4,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 20,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 10004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-01-16,Customer 4,Outlet 4,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-02-16,Customer 4,Outlet 4,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,1,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-02-16,Customer 4,Outlet 4,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 1,North,SKU 17,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,1,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-02-16,Customer 4,Outlet 4,0,1,MIX,Brand 9,Ice Cream,Beverages & Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
6P,Banner 4,0,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-02-16,Customer 4,Outlet 4,0,1,MIX,Brand 10,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 19,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT,0
