4P/5P/6P,Banner,Cabinet,Channel,City,Cluster,Commune,Compliance Level,Country,Customer,Customer subtype,Customer type,DT route type,Date of audit,Local Customer Name,Local Outlet Name,Local Sales Workforce 1,Local Sales Workforce 2,Outlet classification,Product category,Product division,Province,Region,Sales area,Sales region,Sales route,Sales territory,Store area,Store location,Subchannel,Trade Format
6P,Banner 13,Cabinet 1013,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,15-06-15,Customer 13,Outlet 13,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,MT
6P,Banner 13,Cabinet 13,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,15-06-15,Customer 13,Outlet 13,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,MT
6P,Banner 13,Cabinet 2013,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,15-06-15,Customer 13,Outlet 13,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,MT
6P,Banner 13,Cabinet 1013,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,15-07-15,Customer 13,Outlet 13,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,MT
6P,Banner 13,Cabinet 13,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,15-07-15,Customer 13,Outlet 13,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,MT
6P,Banner 13,Cabinet 2013,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,15-07-15,Customer 13,Outlet 13,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,MT
6P,Banner 13,Cabinet 1013,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,15-08-15,Customer 13,Outlet 13,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,MT
6P,Banner 13,Cabinet 13,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,15-08-15,Customer 13,Outlet 13,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,MT
6P,Banner 13,Cabinet 2013,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,15-08-15,Customer 13,Outlet 13,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,MT
6P,Banner 13,Cabinet 1013,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,15-09-15,Customer 13,Outlet 13,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,MT
6P,Banner 13,Cabinet 13,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,15-09-15,Customer 13,Outlet 13,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,MT
6P,Banner 13,Cabinet 2013,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,15-09-15,Customer 13,Outlet 13,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,MT
6P,Banner 13,Cabinet 1013,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,15-10-15,Customer 13,Outlet 13,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,MT
6P,Banner 13,Cabinet 13,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,15-10-15,Customer 13,Outlet 13,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,MT
6P,Banner 13,Cabinet 2013,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,15-10-15,Customer 13,Outlet 13,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,MT
6P,Banner 13,Cabinet 1013,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,15-11-15,Customer 13,Outlet 13,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,MT
6P,Banner 13,Cabinet 13,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,15-11-15,Customer 13,Outlet 13,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,MT
6P,Banner 13,Cabinet 2013,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,15-11-15,Customer 13,Outlet 13,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,MT
6P,Banner 13,Cabinet 1013,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,15-12-15,Customer 13,Outlet 13,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,MT
6P,Banner 13,Cabinet 13,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,15-12-15,Customer 13,Outlet 13,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,MT
6P,Banner 13,Cabinet 2013,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,15-12-15,Customer 13,Outlet 13,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,MT
6P,Banner 13,Cabinet 1013,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,15-01-16,Customer 13,Outlet 13,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,MT
6P,Banner 13,Cabinet 13,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,15-01-16,Customer 13,Outlet 13,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,MT
6P,Banner 13,Cabinet 2013,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,15-01-16,Customer 13,Outlet 13,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,MT
6P,Banner 13,Cabinet 1013,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,15-02-16,Customer 13,Outlet 13,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,MT
6P,Banner 13,Cabinet 13,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,15-02-16,Customer 13,Outlet 13,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,MT
6P,Banner 13,Cabinet 2013,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,15-02-16,Customer 13,Outlet 13,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,MT
6P,Banner 133,Cabinet 1133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-03-15,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-03-15,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 2133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-03-15,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 1133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-04-15,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-04-15,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 2133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-04-15,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 1133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-05-15,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-05-15,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 2133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-05-15,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 1133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-06-15,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-06-15,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 2133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-06-15,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 1133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-07-15,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-07-15,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 2133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-07-15,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 1133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-08-15,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-08-15,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 2133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-08-15,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 1133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-09-15,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-09-15,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 2133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-09-15,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 1133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-10-15,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-10-15,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 2133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-10-15,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 1133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-11-15,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-11-15,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 2133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-11-15,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 1133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-12-15,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-12-15,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 2133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-12-15,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 1133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-01-16,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-01-16,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 2133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-01-16,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 1133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-02-16,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-02-16,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 133,Cabinet 2133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,15-02-16,Customer 133,Outlet 133,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,MT
6P,Banner 136,Cabinet 1136,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,15-03-15,Customer 136,Outlet 136,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Large Supermarkets,MT
6P,Banner 136,Cabinet 136,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,15-03-15,Customer 136,Outlet 136,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Large Supermarkets,MT
6P,Banner 136,Cabinet 2136,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,15-03-15,Customer 136,Outlet 136,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Large Supermarkets,MT
6P,Banner 136,Cabinet 1136,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,15-04-15,Customer 136,Outlet 136,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Large Supermarkets,MT
6P,Banner 136,Cabinet 136,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,15-04-15,Customer 136,Outlet 136,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Large Supermarkets,MT
6P,Banner 136,Cabinet 2136,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,15-04-15,Customer 136,Outlet 136,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Large Supermarkets,MT
6P,Banner 136,Cabinet 1136,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,15-05-15,Customer 136,Outlet 136,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Large Supermarkets,MT
6P,Banner 136,Cabinet 136,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,15-05-15,Customer 136,Outlet 136,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Large Supermarkets,MT
6P,Banner 136,Cabinet 2136,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,15-05-15,Customer 136,Outlet 136,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Large Supermarkets,MT
6P,Banner 136,Cabinet 1136,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,15-06-15,Customer 136,Outlet 136,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Large Supermarkets,MT
6P,Banner 136,Cabinet 136,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,15-06-15,Customer 136,Outlet 136,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Large Supermarkets,MT
6P,Banner 136,Cabinet 2136,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,15-06-15,Customer 136,Outlet 136,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Large Supermarkets,MT
6P,Banner 136,Cabinet 1136,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,15-07-15,Customer 136,Outlet 136,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Large Supermarkets,MT
6P,Banner 136,Cabinet 136,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,15-07-15,Customer 136,Outlet 136,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Large Supermarkets,MT
6P,Banner 136,Cabinet 2136,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,15-07-15,Customer 136,Outlet 136,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Large Supermarkets,MT
6P,Banner 136,Cabinet 1136,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,15-08-15,Customer 136,Outlet 136,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Large Supermarkets,MT
6P,Banner 136,Cabinet 136,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,15-08-15,Customer 136,Outlet 136,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Large Supermarkets,MT
6P,Banner 136,Cabinet 2136,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,15-08-15,Customer 136,Outlet 136,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Large Supermarkets,MT
