4P/5P/6P,Banner,Channel,City,Cluster,Commune,Compliance Level,Country,Customer,Customer subtype,Customer type,DT route type,Date of audit,Local Customer Name,Local Outlet Name,Local Sales Workforce 1,Local Sales Workforce 2,Modified Product Category,Outlet classification,PSP Compliance,Place Compliance,Product category,Product division,Province,Region,SOS Compliance,SSP Compliance,Sales area,Sales region,Sales route,Sales territory,Secondary Customer,Store area,Store location,Store type,Subchannel,Sum of PLACE - PSP - Answer,Sum of PLACE - PSP - Question,Sum of PLACE - SSP - Answer,Sum of PLACE - SSP - Question,Sum of Total Category Length,Sum of Unilever Length,Trade Format
4P,Banner 49,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 49,Global,Key Customer,DTRT 1,3/15/2015,(blank),Outlet 51,LSW11,LSW22,Outlet 51,MIX,0,0,Dressings,Foods,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,Outlet 51,St Area 1,Loc 1,(blank),Hotels / Restaurants,3,4,3,4,10,3.4,DT
4P,Banner 49,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 49,Global,Key Customer,DTRT 1,3/15/2015,(blank),Outlet 51,LSW11,LSW22,Outlet 51,MIX,1,1,Deodorants,HPC,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,Outlet 51,St Area 1,Loc 1,(blank),Hotels / Restaurants,4,4,4,4,8,2.72,DT
4P,Banner 49,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 49,Global,Key Customer,DTRT 1,3/15/2015,(blank),Outlet 51,LSW11,LSW22,Outlet 51,MIX,1,1,Oral Care,HPC,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,Outlet 51,St Area 1,Loc 1,(blank),Hotels / Restaurants,4,4,4,4,2,0.6,DT
6P,Banner 52,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 52,Regional,Key Customer,DTRT 1,3/15/2015,(blank),Outlet 52,LSW11,LSW22,Outlet 52,MIX,1,1,Hair,HPC,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,Outlet 52,St Area 1,Loc 1,(blank),Cafes / Snack Bars / Bars,4,4,4,4,8,3.12,DT
6P,Banner 52,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 52,Regional,Key Customer,DTRT 1,3/15/2015,(blank),Outlet 52,LSW11,LSW22,Outlet 52,MIX,1,1,Skin Care,HPC,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,Outlet 52,St Area 1,Loc 1,(blank),Cafes / Snack Bars / Bars,4,4,4,4,9,3.15,DT
4P,Banner 52,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 52,Regional,Key Customer,DTRT 1,3/15/2015,(blank),Outlet 54,LSW11,LSW22,Outlet 54,MIX,1,1,Dressings,Foods,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,Outlet 54,St Area 1,Loc 1,(blank),Cafes / Snack Bars / Bars,4,4,4,4,2,0.72,DT
4P,Banner 52,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 52,Regional,Key Customer,DTRT 1,3/15/2015,(blank),Outlet 54,LSW11,LSW22,Outlet 54,MIX,0,0,Deodorants,HPC,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,Outlet 54,St Area 1,Loc 1,(blank),Cafes / Snack Bars / Bars,3,4,3,4,6,1.86,DT
4P,Banner 52,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 52,Regional,Key Customer,DTRT 1,3/15/2015,(blank),Outlet 54,LSW11,LSW22,Outlet 54,MIX,1,1,Oral Care,HPC,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,Outlet 54,St Area 1,Loc 1,(blank),Cafes / Snack Bars / Bars,4,4,4,4,5,1.65,DT
6P,Banner 55,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 55,Local,Key Customer,DTRT 1,3/15/2015,(blank),Outlet 55,LSW11,LSW22,Outlet 55,MIX,0,0,Hair,HPC,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,Outlet 55,St Area 1,Loc 1,(blank),SCO Services / Companies / Offices,3,4,3,4,5,1.75,DT
6P,Banner 55,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 55,Local,Key Customer,DTRT 1,3/15/2015,(blank),Outlet 55,LSW11,LSW22,Outlet 55,MIX,0,0,Skin Care,HPC,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,Outlet 55,St Area 1,Loc 1,(blank),SCO Services / Companies / Offices,3,4,3,4,7,2.24,DT
4P,Banner 55,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 55,Local,Key Customer,DTRT 1,3/15/2015,(blank),Outlet 57,LSW11,LSW22,Outlet 57,MIX,1,1,Dressings,Foods,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,Outlet 57,St Area 1,Loc 1,(blank),SCO Services / Companies / Offices,4,4,4,4,4,1.36,DT
4P,Banner 55,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 55,Local,Key Customer,DTRT 1,3/15/2015,(blank),Outlet 57,LSW11,LSW22,Outlet 57,MIX,1,1,Deodorants,HPC,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,Outlet 57,St Area 1,Loc 1,(blank),SCO Services / Companies / Offices,4,4,4,4,2,0.64,DT
4P,Banner 55,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 55,Local,Key Customer,DTRT 1,3/15/2015,(blank),Outlet 57,LSW11,LSW22,Outlet 57,MIX,0,0,Oral Care,HPC,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,Outlet 57,St Area 1,Loc 1,(blank),SCO Services / Companies / Offices,3,4,3,4,5,1.55,DT
6P,Banner 58,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 58,Others,Others,DTRT 1,3/15/2015,(blank),Outlet 58,LSW11,LSW22,Outlet 58,MIX,0,0,Hair,HPC,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,Outlet 58,St Area 1,Loc 1,(blank),Travel & Leisure,3,4,3,4,4,1.2,DT
6P,Banner 58,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 58,Others,Others,DTRT 1,3/15/2015,(blank),Outlet 58,LSW11,LSW22,Outlet 58,MIX,1,1,Skin Care,HPC,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,Outlet 58,St Area 1,Loc 1,(blank),Travel & Leisure,4,4,4,4,7,2.66,DT
4P,Banner 58,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 58,Others,Others,DTRT 1,3/15/2015,(blank),Outlet 60,LSW11,LSW22,Outlet 60,MIX,1,1,Dressings,Foods,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,Outlet 60,St Area 1,Loc 1,(blank),Travel & Leisure,4,4,4,4,9,2.79,DT
4P,Banner 58,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 58,Others,Others,DTRT 1,3/15/2015,(blank),Outlet 60,LSW11,LSW22,Outlet 60,MIX,0,0,Deodorants,HPC,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,Outlet 60,St Area 1,Loc 1,(blank),Travel & Leisure,3,4,3,4,6,2.34,DT
4P,Banner 58,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 58,Others,Others,DTRT 1,3/15/2015,(blank),Outlet 60,LSW11,LSW22,Outlet 60,MIX,1,1,Oral Care,HPC,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,Outlet 60,St Area 1,Loc 1,(blank),Travel & Leisure,4,4,4,4,4,1.2,DT
6P,Banner 61,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 61,Global,Key Customer,DTRT 1,3/15/2015,(blank),Outlet 61,LSW11,LSW22,Outlet 61,MIX,1,1,Hair,HPC,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,Outlet 61,St Area 1,Loc 1,(blank),Institutions education / government,4,4,4,4,3,1.14,DT
6P,Banner 61,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 61,Global,Key Customer,DTRT 1,3/15/2015,(blank),Outlet 61,LSW11,LSW22,Outlet 61,MIX,0,0,Skin Care,HPC,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,Outlet 61,St Area 1,Loc 1,(blank),Institutions education / government,3,4,3,4,4,1.4,DT
4P,Banner 61,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 61,Global,Key Customer,DTRT 1,3/15/2015,(blank),Outlet 63,LSW11,LSW22,Outlet 63,MIX,0,0,Dressings,Foods,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,Outlet 63,St Area 1,Loc 1,(blank),Institutions education / government,3,4,3,4,10,4,DT
4P,Banner 61,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 61,Global,Key Customer,DTRT 1,3/15/2015,(blank),Outlet 63,LSW11,LSW22,Outlet 63,MIX,0,0,Deodorants,HPC,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,Outlet 63,St Area 1,Loc 1,(blank),Institutions education / government,3,4,3,4,10,3.9,DT
4P,Banner 61,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 61,Global,Key Customer,DTRT 1,3/15/2015,(blank),Outlet 63,LSW11,LSW22,Outlet 63,MIX,0,0,Oral Care,HPC,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,Outlet 63,St Area 1,Loc 1,(blank),Institutions education / government,3,4,3,4,7,2.45,DT
6P,Banner 64,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 64,Regional,Key Customer,DTRT 1,3/15/2015,(blank),Outlet 64,LSW11,LSW22,Outlet 64,MIX,1,1,Hair,HPC,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,Outlet 64,St Area 1,Loc 1,(blank),Non-food retail,4,4,4,4,10,3.7,DT
6P,Banner 64,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 64,Regional,Key Customer,DTRT 1,3/15/2015,(blank),Outlet 64,LSW11,LSW22,Outlet 64,MIX,1,1,Skin Care,HPC,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,Outlet 64,St Area 1,Loc 1,(blank),Non-food retail,4,4,4,4,8,2.64,DT
4P,Banner 64,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 64,Regional,Key Customer,DTRT 1,3/15/2015,(blank),Outlet 66,LSW11,LSW22,Outlet 66,MIX,0,0,Dressings,Foods,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,Outlet 66,St Area 1,Loc 1,(blank),Non-food retail,3,4,3,4,2,0.68,DT
4P,Banner 64,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 64,Regional,Key Customer,DTRT 1,3/15/2015,(blank),Outlet 66,LSW11,LSW22,Outlet 66,MIX,1,1,Deodorants,HPC,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,Outlet 66,St Area 1,Loc 1,(blank),Non-food retail,4,4,4,4,4,1.4,DT
4P,Banner 64,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 64,Regional,Key Customer,DTRT 1,3/15/2015,(blank),Outlet 66,LSW11,LSW22,Outlet 66,MIX,0,0,Oral Care,HPC,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,Outlet 66,St Area 1,Loc 1,(blank),Non-food retail,3,4,3,4,8,2.56,DT
6P,Banner 1,Hypermarket,City 1,SEAA,Commune 1,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 1,3/15/2015,Customer 1,Outlet 1,LSW1,LSW2,Skin Care,MIX,1,1,Skin Care,HPC,Province 1,North,1,1,Area 1,Reg 1,Route 1,Territory 1,(blank),St Area 1,Loc 1,(blank),Hypermarket,4,4,4,4,2,0.8,MT
6P,Banner 10,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,3/15/2015,Customer 10,Outlet 10,LSW1,LSW2,Skin Care,MIX,0,0,Skin Care,HPC,Province 1,North,1,0,Area 1,Reg 1,Route 1,Territory 1,(blank),St Area 1,Loc 1,(blank),Discounters,3,4,3,4,4,1.6,MT
6P,Banner 13,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,3/15/2015,Customer 13,Outlet 13,LSW1,LSW2,Skin Care,MIX,1,1,Skin Care,HPC,Province 1,North,1,1,Area 1,Reg 1,Route 1,Territory 1,(blank),St Area 1,Loc 1,(blank),Club,4,4,4,4,9,2.88,MT
6P,Banner 16,Direct,City 1,SEAA,Commune 1,Category,Indonesia,Customer 16,Others,Others,DTRT 1,3/15/2015,Customer 16,Outlet 16,LSW1,LSW2,Skin Care,MIX,1,1,Skin Care,HPC,Province 1,North,1,1,Area 1,Reg 1,Route 1,Territory 1,(blank),St Area 1,Loc 1,(blank),E-Commerce,4,4,4,4,5,1.85,MT
6P,Banner 19,Direct,City 1,SEAA,Commune 1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 1,3/15/2015,Customer 19,Outlet 19,LSW1,LSW2,Skin Care,MIX,0,0,Skin Care,HPC,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,(blank),St Area 1,Loc 1,(blank),Direct Sales,2,4,2,4,2,0.68,MT
6P,Banner 22,Drug,City 1,SEAA,Commune 1,Category,Indonesia,Customer 22,Regional,Key Customer,DTRT 1,3/15/2015,Customer 22,Outlet 22,LSW1,LSW2,Skin Care,MIX,1,0,Skin Care,HPC,Province 1,North,0,1,Area 1,Reg 1,Route 1,Territory 1,(blank),St Area 1,Loc 1,(blank),Mainstream Drugstores,4,4,4,4,9,2.79,MT
6P,Banner 25,MT,City 1,SEAA,Commune 1,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 1,3/15/2015,Customer 25,Outlet 25,LSW1,LSW2,Skin Care,MIX,1,1,Skin Care,HPC,Province 1,North,1,1,Area 1,Reg 1,Route 1,Territory 1,(blank),St Area 1,Loc 1,(blank),Mass Merchandiser (non-grocery),4,4,4,4,6,2.16,MT
6P,Banner 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,3/15/2015,Customer 4,Outlet 4,LSW1,LSW2,Skin Care,MIX,1,1,Skin Care,HPC,Province 1,North,1,1,Area 1,Reg 1,Route 1,Territory 1,(blank),St Area 1,Loc 1,(blank),Large Supermarkets,4,4,4,4,7,2.1,MT
6P,Banner 7,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 7,Regional,Key Customer,DTRT 1,3/15/2015,Customer 7,Outlet 7,LSW1,LSW2,Skin Care,MIX,1,0,Skin Care,HPC,Province 1,North,1,0,Area 1,Reg 1,Route 1,Territory 1,(blank),St Area 1,Loc 1,(blank),Small Supermarkets,3,4,3,4,5,1.65,MT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,3/15/2015,(blank),Outlet 34,LSW11,LSW22,Outlet 34,MIX,0,0,Hair,HPC,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,Outlet 34,St Area 1,Loc 1,(blank),Mom & Pop,2,4,2,4,9,3.33,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,3/15/2015,(blank),Outlet 34,LSW11,LSW22,Outlet 34,MIX,1,1,Skin Care,HPC,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,Outlet 34,St Area 1,Loc 1,(blank),Mom & Pop,4,4,4,4,9,3.51,DT
6P,Banner 37,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 1,3/15/2015,(blank),Outlet 37,LSW11,LSW22,Outlet 37,MIX,1,1,Hair,HPC,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,Outlet 37,St Area 1,Loc 1,(blank),Market Stalls,4,4,4,4,5,1.95,DT
6P,Banner 37,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 1,3/15/2015,(blank),Outlet 37,LSW11,LSW22,Outlet 37,MIX,1,1,Skin Care,HPC,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,Outlet 37,St Area 1,Loc 1,(blank),Market Stalls,4,4,4,4,5,1.65,DT
5P,Banner 11,Discounters,City 2,SEAA,Commune 2,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 2,3/15/2015,Customer 10 ABC,Outlet 11,LSW3,LSW4,Deodorants,MIX,1,0,Deodorants,HPC,Province 2,South,0,1,Area 2,Reg 2,Route 2,Territory 2,(blank),St Area 2,Loc 2,(blank),Discounters,4,4,4,4,3,0.99,MT
5P,Banner 14,Club,City 2,SEAA,Commune 2,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 2,3/15/2015,Customer 13 ABC,Outlet 14,LSW3,LSW4,Deodorants,MIX,1,1,Deodorants,HPC,Province 2,South,1,1,Area 2,Reg 2,Route 2,Territory 2,(blank),St Area 2,Loc 2,(blank),Club,4,4,4,4,7,2.52,MT
5P,Banner 17,Direct,City 2,SEAA,Commune 2,Category,Indonesia,Customer 16,Others,Others,DTRT 2,3/15/2015,Customer 16 ABC,Outlet 17,LSW3,LSW4,Deodorants,MIX,1,1,Deodorants,HPC,Province 2,South,1,1,Area 2,Reg 2,Route 2,Territory 2,(blank),St Area 2,Loc 2,(blank),E-Commerce,4,4,4,4,7,2.31,MT
5P,Banner 2,Hypermarket,City 2,SEAA,Commune 2,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,3/15/2015,Customer 1 ABC,Outlet 2,LSW3,LSW4,Deodorants,MIX,1,1,Deodorants,HPC,Province 2,South,1,1,Area 2,Reg 2,Route 2,Territory 2,(blank),St Area 2,Loc 2,(blank),Hypermarket,4,4,4,4,7,2.17,MT
5P,Banner 20,Direct,City 2,SEAA,Commune 2,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,3/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,Deodorants,MIX,1,0,Deodorants,HPC,Province 2,South,1,0,Area 2,Reg 2,Route 2,Territory 2,(blank),St Area 2,Loc 2,(blank),Direct Sales,3,4,3,4,4,1.52,MT
5P,Banner 23,Drug,City 2,SEAA,Commune 2,Category,Indonesia,Customer 22,Regional,Key Customer,DTRT 2,3/15/2015,Customer 22 ABC,Outlet 23,LSW3,LSW4,Deodorants,MIX,1,1,Deodorants,HPC,Province 2,South,1,1,Area 2,Reg 2,Route 2,Territory 2,(blank),St Area 2,Loc 2,(blank),Mainstream Drugstores,4,4,4,4,2,0.7,MT
5P,Banner 26,MT,City 2,SEAA,Commune 2,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 2,3/15/2015,Customer 25 ABC,Outlet 26,LSW3,LSW4,Deodorants,MIX,1,0,Deodorants,HPC,Province 2,South,1,0,Area 2,Reg 2,Route 2,Territory 2,(blank),St Area 2,Loc 2,(blank),Mass Merchandiser (non-grocery),3,4,3,4,7,2.52,MT
5P,Banner 5,Supermarkets,City 2,SEAA,Commune 2,Category,Indonesia,Customer 4,Others,Others,DTRT 2,3/15/2015,Customer 4 ABC,Outlet 5,LSW3,LSW4,Deodorants,MIX,1,1,Deodorants,HPC,Province 2,South,1,1,Area 2,Reg 2,Route 2,Territory 2,(blank),St Area 2,Loc 2,(blank),Large Supermarkets,4,4,4,4,3,1.14,MT
5P,Banner 8,Supermarkets,City 2,SEAA,Commune 2,Category,Indonesia,Customer 7,Regional,Key Customer,DTRT 2,3/15/2015,Customer 7 ABC,Outlet 8,LSW3,LSW4,Deodorants,MIX,1,1,Deodorants,HPC,Province 2,South,1,1,Area 2,Reg 2,Route 2,Territory 2,(blank),St Area 2,Loc 2,(blank),Small Supermarkets,4,4,4,4,10,3.5,MT
5P,Banner 11,Discounters,City 2,SEAA,Commune 2,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 2,3/15/2015,Customer 10 ABC,Outlet 11,LSW3,LSW4,Dressings,MIX,0,0,Dressings,Foods,Province 2,South,1,0,Area 2,Reg 2,Route 2,Territory 2,(blank),St Area 2,Loc 2,(blank),Discounters,1,4,1,4,5,1.85,MT
5P,Banner 14,Club,City 2,SEAA,Commune 2,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 2,3/15/2015,Customer 13 ABC,Outlet 14,LSW3,LSW4,Dressings,MIX,1,1,Dressings,Foods,Province 2,South,1,1,Area 2,Reg 2,Route 2,Territory 2,(blank),St Area 2,Loc 2,(blank),Club,4,4,4,4,10,3.7,MT
5P,Banner 17,Direct,City 2,SEAA,Commune 2,Category,Indonesia,Customer 16,Others,Others,DTRT 2,3/15/2015,Customer 16 ABC,Outlet 17,LSW3,LSW4,Dressings,MIX,1,1,Dressings,Foods,Province 2,South,1,1,Area 2,Reg 2,Route 2,Territory 2,(blank),St Area 2,Loc 2,(blank),E-Commerce,4,4,4,4,5,1.55,MT
5P,Banner 2,Hypermarket,City 2,SEAA,Commune 2,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,3/15/2015,Customer 1 ABC,Outlet 2,LSW3,LSW4,Dressings,MIX,1,1,Dressings,Foods,Province 2,South,1,1,Area 2,Reg 2,Route 2,Territory 2,(blank),St Area 2,Loc 2,(blank),Hypermarket,4,4,4,4,4,1.44,MT
5P,Banner 20,Direct,City 2,SEAA,Commune 2,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,3/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,Dressings,MIX,1,1,Dressings,Foods,Province 2,South,1,1,Area 2,Reg 2,Route 2,Territory 2,(blank),St Area 2,Loc 2,(blank),Direct Sales,4,4,4,4,6,1.98,MT
5P,Banner 23,Drug,City 2,SEAA,Commune 2,Category,Indonesia,Customer 22,Regional,Key Customer,DTRT 2,3/15/2015,Customer 22 ABC,Outlet 23,LSW3,LSW4,Dressings,MIX,1,1,Dressings,Foods,Province 2,South,1,1,Area 2,Reg 2,Route 2,Territory 2,(blank),St Area 2,Loc 2,(blank),Mainstream Drugstores,4,4,4,4,6,2.4,MT
5P,Banner 26,MT,City 2,SEAA,Commune 2,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 2,3/15/2015,Customer 25 ABC,Outlet 26,LSW3,LSW4,Dressings,MIX,1,1,Dressings,Foods,Province 2,South,1,1,Area 2,Reg 2,Route 2,Territory 2,(blank),St Area 2,Loc 2,(blank),Mass Merchandiser (non-grocery),4,4,4,4,2,0.62,MT
5P,Banner 5,Supermarkets,City 2,SEAA,Commune 2,Category,Indonesia,Customer 4,Others,Others,DTRT 2,3/15/2015,Customer 4 ABC,Outlet 5,LSW3,LSW4,Dressings,MIX,1,1,Dressings,Foods,Province 2,South,1,1,Area 2,Reg 2,Route 2,Territory 2,(blank),St Area 2,Loc 2,(blank),Large Supermarkets,4,4,4,4,2,0.7,MT
5P,Banner 8,Supermarkets,City 2,SEAA,Commune 2,Category,Indonesia,Customer 7,Regional,Key Customer,DTRT 2,3/15/2015,Customer 7 ABC,Outlet 8,LSW3,LSW4,Dressings,MIX,1,0,Dressings,Foods,Province 2,South,1,0,Area 2,Reg 2,Route 2,Territory 2,(blank),St Area 2,Loc 2,(blank),Small Supermarkets,3,4,3,4,2,0.62,MT
5P,Banner 11,Discounters,City 2,SEAA,Commune 2,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 2,3/15/2015,Customer 10 ABC,Outlet 11,LSW3,LSW4,Oral Care,MIX,1,0,Oral Care,HPC,Province 2,South,1,0,Area 2,Reg 2,Route 2,Territory 2,(blank),St Area 2,Loc 2,(blank),Discounters,3,4,3,4,6,2.4,MT
5P,Banner 14,Club,City 2,SEAA,Commune 2,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 2,3/15/2015,Customer 13 ABC,Outlet 14,LSW3,LSW4,Oral Care,MIX,1,0,Oral Care,HPC,Province 2,South,0,1,Area 2,Reg 2,Route 2,Territory 2,(blank),St Area 2,Loc 2,(blank),Club,4,4,4,4,2,0.62,MT
5P,Banner 17,Direct,City 2,SEAA,Commune 2,Category,Indonesia,Customer 16,Others,Others,DTRT 2,3/15/2015,Customer 16 ABC,Outlet 17,LSW3,LSW4,Oral Care,MIX,1,1,Oral Care,HPC,Province 2,South,1,1,Area 2,Reg 2,Route 2,Territory 2,(blank),St Area 2,Loc 2,(blank),E-Commerce,4,4,4,4,10,4,MT
5P,Banner 2,Hypermarket,City 2,SEAA,Commune 2,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,3/15/2015,Customer 1 ABC,Outlet 2,LSW3,LSW4,Oral Care,MIX,1,0,Oral Care,HPC,Province 2,South,0,1,Area 2,Reg 2,Route 2,Territory 2,(blank),St Area 2,Loc 2,(blank),Hypermarket,4,4,4,4,2,0.62,MT
5P,Banner 20,Direct,City 2,SEAA,Commune 2,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,3/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,Oral Care,MIX,1,0,Oral Care,HPC,Province 2,South,1,0,Area 2,Reg 2,Route 2,Territory 2,(blank),St Area 2,Loc 2,(blank),Direct Sales,3,4,3,4,10,3.8,MT
5P,Banner 23,Drug,City 2,SEAA,Commune 2,Category,Indonesia,Customer 22,Regional,Key Customer,DTRT 2,3/15/2015,Customer 22 ABC,Outlet 23,LSW3,LSW4,Oral Care,MIX,1,1,Oral Care,HPC,Province 2,South,1,1,Area 2,Reg 2,Route 2,Territory 2,(blank),St Area 2,Loc 2,(blank),Mainstream Drugstores,4,4,4,4,10,3.6,MT
5P,Banner 26,MT,City 2,SEAA,Commune 2,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 2,3/15/2015,Customer 25 ABC,Outlet 26,LSW3,LSW4,Oral Care,MIX,1,0,Oral Care,HPC,Province 2,South,1,0,Area 2,Reg 2,Route 2,Territory 2,(blank),St Area 2,Loc 2,(blank),Mass Merchandiser (non-grocery),3,4,3,4,2,0.78,MT
5P,Banner 5,Supermarkets,City 2,SEAA,Commune 2,Category,Indonesia,Customer 4,Others,Others,DTRT 2,3/15/2015,Customer 4 ABC,Outlet 5,LSW3,LSW4,Oral Care,MIX,1,1,Oral Care,HPC,Province 2,South,1,1,Area 2,Reg 2,Route 2,Territory 2,(blank),St Area 2,Loc 2,(blank),Large Supermarkets,4,4,4,4,9,3.15,MT
5P,Banner 8,Supermarkets,City 2,SEAA,Commune 2,Category,Indonesia,Customer 7,Regional,Key Customer,DTRT 2,3/15/2015,Customer 7 ABC,Outlet 8,LSW3,LSW4,Oral Care,MIX,1,1,Oral Care,HPC,Province 2,South,1,1,Area 2,Reg 2,Route 2,Territory 2,(blank),St Area 2,Loc 2,(blank),Small Supermarkets,4,4,4,4,4,1.36,MT
5P,Banner 29,Drug,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 28,Others,Others,DTRT 2,3/15/2015,(blank),Outlet 29,LSW33,LSW44,Outlet 29,MIX,0,0,Dressings,Foods,Province 2,South,0,0,Area 2,Reg 2,Route 2,Territory 2,Outlet 29,St Area 2,Loc 2,(blank),Perfumeries and Premium Beauty,3,4,3,4,4,1.2,DT
