4P/5P/6P,Banner,COTC Audited,COTC Compliance,COTC OOS,COTC OSA,COTC Void,Channel,City,Cluster,Commune,Compliance Level,Country,Customer,Customer subtype,Customer type,DT route type,Date of audit,Local Customer Name,Local Outlet Name,Local Sales Workforce 1,Local Sales Workforce 2,NPD Audited,NPD Compliance,NPD Count,OOS Count,OSA Audited,OSA Compliance,OSA Count,Outlet classification,PS Compliance,PV Audited,PV Compliance,PV Count,Pack Compliance,Price Compliance,Priority Promo Audited,Priority Promo Compliance,Priority Promo Count,Product Compliance,Product category,Product division,Promo Compliance,Province,Region,SOF Audited,SOF Compliance,SOF Count,SP Audited,SP Compliance,SP Count,Sales area,Sales region,Sales route,Sales territory,Store area,Store location,Subchannel,Trade Format,Void Count
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,3/15/2015,Customer 10,Outlet 10,LSW1,LSW2,5,1,5,1,5,1,4,MIX,1,0,0,0,1,1,5,1,5,1,Hair,HPC,1,Province 1,North,1,1,1,5,1,5,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,1,1,0,1,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,3/15/2015,Customer 10,Outlet 10,LSW1,LSW2,3,1,3,1,3,0,2,MIX,0,3,1,3,1,1,3,1,3,0,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,3,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,3/15/2015,Customer 10,Outlet 10,LSW1,LSW2,1,1,1,0,1,1,1,MIX,1,3,1,3,1,1,1,1,1,1,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,3,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,3/15/2015,Customer 10,Outlet 10,LSW1,LSW2,3,1,3,0,3,1,3,MIX,0,3,1,3,1,1,3,0,2,1,Ice Cream,Beverages & Refreshments,0,Province 1,North,0,0,0,1,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,2,0,1,1,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,3/15/2015,Customer 10,Outlet 10,LSW1,LSW2,9,1,9,1,9,1,7,MIX,1,0,0,0,1,1,9,0,8,1,Skin Care,HPC,1,Province 1,North,1,1,1,9,1,9,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,1
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,4/15/2015,Customer 10,Outlet 10,LSW1,LSW2,5,1,5,0,5,1,5,MIX,1,0,0,0,1,1,5,1,5,1,Hair,HPC,1,Province 1,North,1,1,1,5,1,5,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,1,1,0,1,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,4/15/2015,Customer 10,Outlet 10,LSW1,LSW2,3,1,3,0,3,1,3,MIX,1,3,1,3,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,3,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,4/15/2015,Customer 10,Outlet 10,LSW1,LSW2,1,1,1,0,1,1,1,MIX,1,3,1,3,1,1,1,1,1,1,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,3,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,4/15/2015,Customer 10,Outlet 10,LSW1,LSW2,3,1,3,0,3,1,3,MIX,1,3,1,3,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,1,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,2,0,1,1,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,4/15/2015,Customer 10,Outlet 10,LSW1,LSW2,9,1,9,1,9,1,8,MIX,1,0,0,0,1,1,9,1,9,1,Skin Care,HPC,1,Province 1,North,1,1,1,9,1,9,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,5/15/2015,Customer 10,Outlet 10,LSW1,LSW2,5,1,5,1,5,1,4,MIX,1,0,0,0,1,1,5,1,5,1,Hair,HPC,1,Province 1,North,1,1,1,5,1,5,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,1,1,0,1,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,5/15/2015,Customer 10,Outlet 10,LSW1,LSW2,3,1,3,1,3,0,2,MIX,0,3,1,3,1,1,3,1,3,0,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,3,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,5/15/2015,Customer 10,Outlet 10,LSW1,LSW2,1,1,1,0,1,1,1,MIX,1,3,1,3,1,1,1,1,1,1,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,3,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,5/15/2015,Customer 10,Outlet 10,LSW1,LSW2,3,1,3,0,3,1,3,MIX,0,3,1,3,1,1,3,0,2,1,Ice Cream,Beverages & Refreshments,0,Province 1,North,0,0,0,1,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,2,0,2,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,5/15/2015,Customer 10,Outlet 10,LSW1,LSW2,9,1,9,3,9,0,6,MIX,0,0,0,0,1,1,9,1,9,0,Skin Care,HPC,1,Province 1,North,1,1,1,9,1,9,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,6/15/2015,Customer 10,Outlet 10,LSW1,LSW2,5,1,5,2,5,0,3,MIX,0,0,0,0,1,1,5,0,4,0,Hair,HPC,1,Province 1,North,1,1,1,5,1,5,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,1,1,0,1,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,6/15/2015,Customer 10,Outlet 10,LSW1,LSW2,3,1,3,0,3,1,3,MIX,1,3,1,3,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,3,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,6/15/2015,Customer 10,Outlet 10,LSW1,LSW2,1,1,1,0,1,1,1,MIX,1,3,1,3,1,1,1,1,1,1,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,3,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,6/15/2015,Customer 10,Outlet 10,LSW1,LSW2,3,1,3,2,3,0,1,MIX,0,3,1,3,1,1,3,1,3,0,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,1,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,2,1,0,2,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,6/15/2015,Customer 10,Outlet 10,LSW1,LSW2,9,1,9,2,9,1,7,MIX,1,0,0,0,1,1,9,1,9,1,Skin Care,HPC,1,Province 1,North,1,1,1,9,1,9,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,7/15/2015,Customer 10,Outlet 10,LSW1,LSW2,5,0,4,1,5,1,4,MIX,0,0,0,0,0,0,5,1,5,1,Hair,HPC,1,Province 1,North,1,1,1,5,0,4,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,1,1,0,1,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,7/15/2015,Customer 10,Outlet 10,LSW1,LSW2,3,1,3,0,3,1,3,MIX,1,3,1,3,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,3,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,7/15/2015,Customer 10,Outlet 10,LSW1,LSW2,1,1,1,0,1,1,1,MIX,1,3,1,3,1,1,1,1,1,1,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,3,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,7/15/2015,Customer 10,Outlet 10,LSW1,LSW2,3,1,3,0,3,1,3,MIX,1,3,1,3,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,1,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,2,1,0,2,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,7/15/2015,Customer 10,Outlet 10,LSW1,LSW2,9,1,9,0,9,1,9,MIX,1,0,0,0,1,1,9,1,9,1,Skin Care,HPC,1,Province 1,North,1,1,1,9,1,9,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,8/15/2015,Customer 10,Outlet 10,LSW1,LSW2,5,1,5,0,5,1,5,MIX,1,0,0,0,1,1,5,1,5,1,Hair,HPC,1,Province 1,North,1,1,1,5,1,5,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,1,1,0,1,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,8/15/2015,Customer 10,Outlet 10,LSW1,LSW2,3,1,3,1,3,0,2,MIX,0,3,1,3,1,1,3,1,3,0,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,3,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,8/15/2015,Customer 10,Outlet 10,LSW1,LSW2,1,1,1,0,1,1,1,MIX,1,3,1,3,1,1,1,1,1,1,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,3,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,8/15/2015,Customer 10,Outlet 10,LSW1,LSW2,3,1,3,0,3,0,2,MIX,0,3,1,3,1,1,3,1,3,0,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,1,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,1
6P,Banner 10,2,1,0,2,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,8/15/2015,Customer 10,Outlet 10,LSW1,LSW2,9,0,8,0,9,1,9,MIX,0,0,0,0,0,0,9,1,9,1,Skin Care,HPC,1,Province 1,North,1,1,1,9,0,8,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,9/15/2015,Customer 10,Outlet 10,LSW1,LSW2,5,1,5,1,5,1,4,MIX,1,0,0,0,1,1,5,1,5,1,Hair,HPC,1,Province 1,North,1,1,1,5,1,5,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,1,1,0,1,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,9/15/2015,Customer 10,Outlet 10,LSW1,LSW2,3,1,3,0,3,1,3,MIX,1,3,1,3,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,3,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,9/15/2015,Customer 10,Outlet 10,LSW1,LSW2,1,1,1,0,1,1,1,MIX,1,3,1,3,1,1,1,1,1,1,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,3,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,9/15/2015,Customer 10,Outlet 10,LSW1,LSW2,3,1,3,0,3,1,3,MIX,1,3,1,3,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,1,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,2,1,0,2,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,9/15/2015,Customer 10,Outlet 10,LSW1,LSW2,9,1,9,0,9,1,9,MIX,1,0,0,0,1,1,9,1,9,1,Skin Care,HPC,1,Province 1,North,1,1,1,9,1,9,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,10/15/2015,Customer 10,Outlet 10,LSW1,LSW2,5,1,5,0,5,1,5,MIX,1,0,0,0,1,1,5,1,5,1,Hair,HPC,1,Province 1,North,1,1,1,5,1,5,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,1,1,0,1,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,10/15/2015,Customer 10,Outlet 10,LSW1,LSW2,3,1,3,0,3,1,3,MIX,1,3,1,3,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,3,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,10/15/2015,Customer 10,Outlet 10,LSW1,LSW2,1,1,1,0,1,1,1,MIX,1,3,1,3,1,1,1,1,1,1,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,3,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,10/15/2015,Customer 10,Outlet 10,LSW1,LSW2,3,1,3,1,3,0,2,MIX,0,3,1,3,1,1,3,1,3,0,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,1,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,2,1,0,2,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,10/15/2015,Customer 10,Outlet 10,LSW1,LSW2,9,1,9,0,9,1,9,MIX,1,0,0,0,1,1,9,1,9,1,Skin Care,HPC,1,Province 1,North,1,1,1,9,1,9,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,11/15/2015,Customer 10,Outlet 10,LSW1,LSW2,5,0,4,2,5,0,3,MIX,0,0,0,0,0,0,5,1,5,0,Hair,HPC,1,Province 1,North,1,1,1,5,0,4,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,1,1,0,1,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,11/15/2015,Customer 10,Outlet 10,LSW1,LSW2,3,1,3,0,3,1,3,MIX,1,3,1,3,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,3,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,11/15/2015,Customer 10,Outlet 10,LSW1,LSW2,1,0,0,0,1,1,1,MIX,0,3,1,3,0,1,1,1,1,1,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,3,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,11/15/2015,Customer 10,Outlet 10,LSW1,LSW2,3,1,3,0,3,0,2,MIX,0,3,1,3,1,0,3,1,3,0,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,1,0,0,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,1
6P,Banner 10,2,1,0,2,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,11/15/2015,Customer 10,Outlet 10,LSW1,LSW2,9,1,9,1,9,1,8,MIX,1,0,0,0,1,1,9,1,9,1,Skin Care,HPC,1,Province 1,North,1,1,1,9,1,9,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,12/15/2015,Customer 10,Outlet 10,LSW1,LSW2,5,1,5,0,5,1,5,MIX,1,0,0,0,1,1,5,1,5,1,Hair,HPC,1,Province 1,North,1,1,1,5,1,5,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,1,1,0,1,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,12/15/2015,Customer 10,Outlet 10,LSW1,LSW2,3,1,3,0,3,1,3,MIX,1,3,1,3,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,3,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,12/15/2015,Customer 10,Outlet 10,LSW1,LSW2,1,1,1,0,1,1,1,MIX,1,3,1,3,1,1,1,1,1,1,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,3,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,12/15/2015,Customer 10,Outlet 10,LSW1,LSW2,3,1,3,0,3,1,3,MIX,1,3,1,3,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,1,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,2,1,0,2,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,12/15/2015,Customer 10,Outlet 10,LSW1,LSW2,9,1,9,0,9,1,9,MIX,1,0,0,0,1,1,9,1,9,1,Skin Care,HPC,1,Province 1,North,1,1,1,9,1,9,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,1/15/2016,Customer 10,Outlet 10,LSW1,LSW2,5,1,5,1,5,1,4,MIX,1,0,0,0,1,1,5,1,5,1,Hair,HPC,1,Province 1,North,1,1,1,5,1,5,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,1,1,0,1,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,1/15/2016,Customer 10,Outlet 10,LSW1,LSW2,3,1,3,0,3,1,3,MIX,1,3,1,3,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,3,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,1/15/2016,Customer 10,Outlet 10,LSW1,LSW2,1,1,1,1,1,0,0,MIX,0,3,1,3,1,1,1,1,1,0,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,3,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,1/15/2016,Customer 10,Outlet 10,LSW1,LSW2,3,1,3,0,3,1,3,MIX,1,3,1,3,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,1,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,2,1,0,2,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,1/15/2016,Customer 10,Outlet 10,LSW1,LSW2,9,1,9,1,9,1,8,MIX,1,0,0,0,1,1,9,1,9,1,Skin Care,HPC,1,Province 1,North,1,1,1,9,1,9,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,2/15/2016,Customer 10,Outlet 10,LSW1,LSW2,5,1,5,0,5,1,5,MIX,1,0,0,0,1,1,5,1,5,1,Hair,HPC,1,Province 1,North,1,1,1,5,1,5,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,1,1,0,1,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,2/15/2016,Customer 10,Outlet 10,LSW1,LSW2,3,1,3,0,3,1,3,MIX,1,3,1,3,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,3,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,2/15/2016,Customer 10,Outlet 10,LSW1,LSW2,1,1,1,0,1,1,1,MIX,1,3,1,3,1,1,1,1,1,1,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,3,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,0,0,0,0,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,2/15/2016,Customer 10,Outlet 10,LSW1,LSW2,3,1,3,0,3,1,3,MIX,1,3,1,3,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 1,North,0,0,0,1,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
6P,Banner 10,2,1,0,2,0,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,2/15/2016,Customer 10,Outlet 10,LSW1,LSW2,9,1,9,2,9,1,7,MIX,1,0,0,0,1,1,9,1,9,1,Skin Care,HPC,1,Province 1,North,1,1,1,9,1,9,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,MT,0
5P,Banner 11,1,1,0,1,0,Discounters,City 2,SEAA,Commune 2,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 2,3/15/2015,Customer 10 ABC,Outlet 11,LSW3,LSW4,9,1,9,1,9,1,8,MIX,1,0,0,0,1,1,9,0,8,1,Deodorants,HPC,1,Province 2,South,1,1,1,9,1,9,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Discounters,MT,0
5P,Banner 11,1,0,1,0,0,Discounters,City 2,SEAA,Commune 2,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 2,3/15/2015,Customer 10 ABC,Outlet 11,LSW3,LSW4,7,1,7,2,7,1,5,MIX,1,0,0,0,1,1,7,1,7,1,Dressings,Foods,1,Province 2,South,1,1,1,7,1,7,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Discounters,MT,0
