4P/5P/6P,Banner,Channel,City,Cluster,Commune,Compliance,Compliance Level,Country,Customer,Customer subtype,Customer type,DT route type,Date of audit,Local Customer Name,Local Outlet Name,Local Sales Workforce 1,Local Sales Workforce 2,Outlet classification,Product category,Product division,Province,Region,Sales area,Sales region,Sales route,Sales territory,Store area,Store location,Subchannel,Total Category Length,Trade Format,Unilever Length
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,3/15/2015,Customer 10,Outlet 12,LSW1,LSW2,MIX,Deodorants,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,3,MT,1.05
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,0,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,3/15/2015,Customer 10,Outlet 12,LSW1,LSW2,MIX,Dressings,Foods,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,6,MT,1.86
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,0,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,3/15/2015,Customer 10,Outlet 12,LSW1,LSW2,MIX,Oral Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,8,MT,2.4
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,4/15/2015,Customer 10,Outlet 12,LSW1,LSW2,MIX,Deodorants,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,4,MT,1.44
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,4/15/2015,Customer 10,Outlet 12,LSW1,LSW2,MIX,Dressings,Foods,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,9,MT,2.97
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,0,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,4/15/2015,Customer 10,Outlet 12,LSW1,LSW2,MIX,Oral Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,5,MT,1.55
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,5/15/2015,Customer 10,Outlet 12,LSW1,LSW2,MIX,Deodorants,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,4,MT,1.4
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,5/15/2015,Customer 10,Outlet 12,LSW1,LSW2,MIX,Dressings,Foods,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,10,MT,3.2
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,0,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,5/15/2015,Customer 10,Outlet 12,LSW1,LSW2,MIX,Oral Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,3,MT,0.93
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,6/15/2015,Customer 10,Outlet 12,LSW1,LSW2,MIX,Deodorants,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,9,MT,3.06
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,6/15/2015,Customer 10,Outlet 12,LSW1,LSW2,MIX,Dressings,Foods,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,8,MT,2.88
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,6/15/2015,Customer 10,Outlet 12,LSW1,LSW2,MIX,Oral Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,4,MT,1.32
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,7/15/2015,Customer 10,Outlet 12,LSW1,LSW2,MIX,Deodorants,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,6,MT,2.4
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,7/15/2015,Customer 10,Outlet 12,LSW1,LSW2,MIX,Dressings,Foods,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,6,MT,2.04
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,7/15/2015,Customer 10,Outlet 12,LSW1,LSW2,MIX,Oral Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,8,MT,2.88
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,8/15/2015,Customer 10,Outlet 12,LSW1,LSW2,MIX,Deodorants,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,7,MT,2.8
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,0,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,8/15/2015,Customer 10,Outlet 12,LSW1,LSW2,MIX,Dressings,Foods,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,8,MT,2.48
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,8/15/2015,Customer 10,Outlet 12,LSW1,LSW2,MIX,Oral Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,7,MT,2.52
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,9/15/2015,Customer 10,Outlet 12,LSW1,LSW2,MIX,Deodorants,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,7,MT,2.59
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,9/15/2015,Customer 10,Outlet 12,LSW1,LSW2,MIX,Dressings,Foods,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,5,MT,1.6
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,9/15/2015,Customer 10,Outlet 12,LSW1,LSW2,MIX,Oral Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,4,MT,1.32
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,10/15/2015,Customer 10,Outlet 12,LSW1,LSW2,MIX,Deodorants,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,5,MT,1.7
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,10/15/2015,Customer 10,Outlet 12,LSW1,LSW2,MIX,Dressings,Foods,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,2,MT,0.7
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,0,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,10/15/2015,Customer 10,Outlet 12,LSW1,LSW2,MIX,Oral Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,10,MT,3
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,0,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,11/15/2015,Customer 10,Outlet 12,LSW1,LSW2,MIX,Deodorants,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,8,MT,2.4
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,11/15/2015,Customer 10,Outlet 12,LSW1,LSW2,MIX,Dressings,Foods,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,5,MT,1.7
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,11/15/2015,Customer 10,Outlet 12,LSW1,LSW2,MIX,Oral Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,9,MT,3.15
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,12/15/2015,Customer 10,Outlet 12,LSW1,LSW2,MIX,Deodorants,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,2,MT,0.68
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,12/15/2015,Customer 10,Outlet 12,LSW1,LSW2,MIX,Dressings,Foods,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,5,MT,1.65
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,0,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,12/15/2015,Customer 10,Outlet 12,LSW1,LSW2,MIX,Oral Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,2,MT,0.62
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,0,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,1/15/2016,Customer 10,Outlet 12,LSW1,LSW2,MIX,Deodorants,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,10,MT,3
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,1/15/2016,Customer 10,Outlet 12,LSW1,LSW2,MIX,Dressings,Foods,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,10,MT,3.2
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,1/15/2016,Customer 10,Outlet 12,LSW1,LSW2,MIX,Oral Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,5,MT,1.85
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,2/15/2016,Customer 10,Outlet 12,LSW1,LSW2,MIX,Deodorants,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,4,MT,1.48
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,2/15/2016,Customer 10,Outlet 12,LSW1,LSW2,MIX,Dressings,Foods,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,5,MT,1.6
4P,Banner 10,Discounters,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,2/15/2016,Customer 10,Outlet 12,LSW1,LSW2,MIX,Oral Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,8,MT,3.12
6P,Banner 13,Club,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,3/15/2015,Customer 13,Outlet 13,LSW1,LSW2,MIX,Hair,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,9,MT,2.97
6P,Banner 13,Club,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,3/15/2015,Customer 13,Outlet 13,LSW1,LSW2,MIX,Skin Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,9,MT,2.88
6P,Banner 13,Club,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,4/15/2015,Customer 13,Outlet 13,LSW1,LSW2,MIX,Hair,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,10,MT,3.3
6P,Banner 13,Club,City 1,SEAA,Commune 1,0,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,4/15/2015,Customer 13,Outlet 13,LSW1,LSW2,MIX,Skin Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,6,MT,1.8
6P,Banner 13,Club,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,5/15/2015,Customer 13,Outlet 13,LSW1,LSW2,MIX,Hair,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,3,MT,0.99
6P,Banner 13,Club,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,5/15/2015,Customer 13,Outlet 13,LSW1,LSW2,MIX,Skin Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,4,MT,1.4
6P,Banner 13,Club,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,6/15/2015,Customer 13,Outlet 13,LSW1,LSW2,MIX,Hair,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,4,MT,1.56
6P,Banner 13,Club,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,6/15/2015,Customer 13,Outlet 13,LSW1,LSW2,MIX,Skin Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,2,MT,0.7
6P,Banner 13,Club,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,7/15/2015,Customer 13,Outlet 13,LSW1,LSW2,MIX,Hair,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,2,MT,0.7
6P,Banner 13,Club,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,7/15/2015,Customer 13,Outlet 13,LSW1,LSW2,MIX,Skin Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,2,MT,0.78
6P,Banner 13,Club,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,8/15/2015,Customer 13,Outlet 13,LSW1,LSW2,MIX,Hair,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,8,MT,2.96
6P,Banner 13,Club,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,8/15/2015,Customer 13,Outlet 13,LSW1,LSW2,MIX,Skin Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,10,MT,3.3
6P,Banner 13,Club,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,9/15/2015,Customer 13,Outlet 13,LSW1,LSW2,MIX,Hair,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,8,MT,2.56
6P,Banner 13,Club,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,9/15/2015,Customer 13,Outlet 13,LSW1,LSW2,MIX,Skin Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,9,MT,3.33
6P,Banner 13,Club,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,10/15/2015,Customer 13,Outlet 13,LSW1,LSW2,MIX,Hair,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,7,MT,2.8
6P,Banner 13,Club,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,10/15/2015,Customer 13,Outlet 13,LSW1,LSW2,MIX,Skin Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,2,MT,0.64
6P,Banner 13,Club,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,11/15/2015,Customer 13,Outlet 13,LSW1,LSW2,MIX,Hair,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,3,MT,1.2
6P,Banner 13,Club,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,11/15/2015,Customer 13,Outlet 13,LSW1,LSW2,MIX,Skin Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,5,MT,1.8
6P,Banner 13,Club,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,12/15/2015,Customer 13,Outlet 13,LSW1,LSW2,MIX,Hair,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,6,MT,2.16
6P,Banner 13,Club,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,12/15/2015,Customer 13,Outlet 13,LSW1,LSW2,MIX,Skin Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,4,MT,1.48
6P,Banner 13,Club,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,1/15/2016,Customer 13,Outlet 13,LSW1,LSW2,MIX,Hair,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,7,MT,2.59
6P,Banner 13,Club,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,1/15/2016,Customer 13,Outlet 13,LSW1,LSW2,MIX,Skin Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,3,MT,1.11
6P,Banner 13,Club,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,2/15/2016,Customer 13,Outlet 13,LSW1,LSW2,MIX,Hair,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,9,MT,3.6
6P,Banner 13,Club,City 1,SEAA,Commune 1,1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,2/15/2016,Customer 13,Outlet 13,LSW1,LSW2,MIX,Skin Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,5,MT,2
6P,Banner 133,Hypermarket,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,3/15/2015,Customer 133,Outlet 133,LSW9,LSW10,MIX,Hair,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,10,MT,3.6
6P,Banner 133,Hypermarket,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,3/15/2015,Customer 133,Outlet 133,LSW9,LSW10,MIX,Skin Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,8,MT,3.2
6P,Banner 133,Hypermarket,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,4/15/2015,Customer 133,Outlet 133,LSW9,LSW10,MIX,Hair,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,3,MT,1.05
6P,Banner 133,Hypermarket,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,4/15/2015,Customer 133,Outlet 133,LSW9,LSW10,MIX,Skin Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,8,MT,2.96
6P,Banner 133,Hypermarket,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,5/15/2015,Customer 133,Outlet 133,LSW9,LSW10,MIX,Hair,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,4,MT,1.6
6P,Banner 133,Hypermarket,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,5/15/2015,Customer 133,Outlet 133,LSW9,LSW10,MIX,Skin Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,4,MT,1.48
6P,Banner 133,Hypermarket,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,6/15/2015,Customer 133,Outlet 133,LSW9,LSW10,MIX,Hair,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,5,MT,2
6P,Banner 133,Hypermarket,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,6/15/2015,Customer 133,Outlet 133,LSW9,LSW10,MIX,Skin Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,4,MT,1.6
6P,Banner 133,Hypermarket,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,7/15/2015,Customer 133,Outlet 133,LSW9,LSW10,MIX,Hair,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,9,MT,2.88
6P,Banner 133,Hypermarket,City 5,SEAA,Commune 5,0,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,7/15/2015,Customer 133,Outlet 133,LSW9,LSW10,MIX,Skin Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,6,MT,1.8
6P,Banner 133,Hypermarket,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,8/15/2015,Customer 133,Outlet 133,LSW9,LSW10,MIX,Hair,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,9,MT,2.97
6P,Banner 133,Hypermarket,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,8/15/2015,Customer 133,Outlet 133,LSW9,LSW10,MIX,Skin Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,8,MT,2.8
6P,Banner 133,Hypermarket,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,9/15/2015,Customer 133,Outlet 133,LSW9,LSW10,MIX,Hair,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,9,MT,3.6
6P,Banner 133,Hypermarket,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,9/15/2015,Customer 133,Outlet 133,LSW9,LSW10,MIX,Skin Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,10,MT,3.9
6P,Banner 133,Hypermarket,City 5,SEAA,Commune 5,0,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,10/15/2015,Customer 133,Outlet 133,LSW9,LSW10,MIX,Hair,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,3,MT,0.9
6P,Banner 133,Hypermarket,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,10/15/2015,Customer 133,Outlet 133,LSW9,LSW10,MIX,Skin Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,4,MT,1.48
6P,Banner 133,Hypermarket,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,11/15/2015,Customer 133,Outlet 133,LSW9,LSW10,MIX,Hair,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,7,MT,2.66
6P,Banner 133,Hypermarket,City 5,SEAA,Commune 5,0,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,11/15/2015,Customer 133,Outlet 133,LSW9,LSW10,MIX,Skin Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,3,MT,0.93
6P,Banner 133,Hypermarket,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,12/15/2015,Customer 133,Outlet 133,LSW9,LSW10,MIX,Hair,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,2,MT,0.8
6P,Banner 133,Hypermarket,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,12/15/2015,Customer 133,Outlet 133,LSW9,LSW10,MIX,Skin Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,7,MT,2.8
6P,Banner 133,Hypermarket,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,1/15/2016,Customer 133,Outlet 133,LSW9,LSW10,MIX,Hair,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,4,MT,1.52
6P,Banner 133,Hypermarket,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,1/15/2016,Customer 133,Outlet 133,LSW9,LSW10,MIX,Skin Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,7,MT,2.73
6P,Banner 133,Hypermarket,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,2/15/2016,Customer 133,Outlet 133,LSW9,LSW10,MIX,Hair,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,5,MT,1.8
6P,Banner 133,Hypermarket,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,2/15/2016,Customer 133,Outlet 133,LSW9,LSW10,MIX,Skin Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,5,MT,1.75
5P,Banner 134,Hypermarket,City 6,SEAA,Commune 6,1,Category,Thailand,Customer 133,Global,Key Customer,DTRT 6,3/15/2015,Customer 133  ABC,Outlet 134,LSW11,LSW12,MIX,Deodorants,HPC,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Hypermarket,6,MT,2.4
5P,Banner 134,Hypermarket,City 6,SEAA,Commune 6,0,Category,Thailand,Customer 133,Global,Key Customer,DTRT 6,3/15/2015,Customer 133  ABC,Outlet 134,LSW11,LSW12,MIX,Dressings,Foods,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Hypermarket,3,MT,0.93
