4P/5P/6P,Banner,COTC,COTC Audited,COTC Compliance,COTC OOS,COTC OSA,COTC Void,Channel,City,Cluster,Commune,Compliance Level,Country,Customer,Customer subtype,Customer type,DT route type,Date of audit,Local Customer Name,Local Outlet Name,Local Sales Workforce 1,Local Sales Workforce 2,OOS,OSA,OSA Compliance,Outlet classification,Product category,Product division,Province,Region,Sales area,Sales region,Sales route,Sales territory,Store area,Store location,Subchannel,Total Audited,Total OOS,Total OSA,Total Void,Trade Format,Void
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,3/15/2015,Customer 13,Outlet 13,LSW1,LSW2,0,1,1,MIX,Hair,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,5,0,5,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,3/15/2015,Customer 13,Outlet 13,LSW1,LSW2,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,1,0,1,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,3/15/2015,Customer 13,Outlet 13,LSW1,LSW2,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,3,0,3,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,4/15/2015,Customer 13,Outlet 13,LSW1,LSW2,0.2,0.8,1,MIX,Hair,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,5,1,4,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,4/15/2015,Customer 13,Outlet 13,LSW1,LSW2,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,1,0,1,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,4/15/2015,Customer 13,Outlet 13,LSW1,LSW2,0.333333,0.666667,0,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,3,1,2,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,5/15/2015,Customer 13,Outlet 13,LSW1,LSW2,0.4,0.6,0,MIX,Hair,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,5,2,3,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,5/15/2015,Customer 13,Outlet 13,LSW1,LSW2,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,1,0,1,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,5/15/2015,Customer 13,Outlet 13,LSW1,LSW2,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,3,0,3,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,6/15/2015,Customer 13,Outlet 13,LSW1,LSW2,0.2,0.6,0,MIX,Hair,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,5,1,3,1,MT,0.2
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,6/15/2015,Customer 13,Outlet 13,LSW1,LSW2,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,1,0,1,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,6/15/2015,Customer 13,Outlet 13,LSW1,LSW2,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,3,0,3,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,7/15/2015,Customer 13,Outlet 13,LSW1,LSW2,0,1,1,MIX,Hair,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,5,0,5,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,7/15/2015,Customer 13,Outlet 13,LSW1,LSW2,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,1,0,1,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,7/15/2015,Customer 13,Outlet 13,LSW1,LSW2,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,3,0,3,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,8/15/2015,Customer 13,Outlet 13,LSW1,LSW2,0,1,1,MIX,Hair,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,5,0,5,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,8/15/2015,Customer 13,Outlet 13,LSW1,LSW2,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,1,0,1,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,8/15/2015,Customer 13,Outlet 13,LSW1,LSW2,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,3,0,3,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,9/15/2015,Customer 13,Outlet 13,LSW1,LSW2,0,1,1,MIX,Hair,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,5,0,5,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,9/15/2015,Customer 13,Outlet 13,LSW1,LSW2,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,1,0,1,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,9/15/2015,Customer 13,Outlet 13,LSW1,LSW2,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,3,0,3,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,10/15/2015,Customer 13,Outlet 13,LSW1,LSW2,0.2,0.8,1,MIX,Hair,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,5,1,4,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,10/15/2015,Customer 13,Outlet 13,LSW1,LSW2,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,1,0,1,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,10/15/2015,Customer 13,Outlet 13,LSW1,LSW2,0.333333,0.666667,0,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,3,1,2,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,11/15/2015,Customer 13,Outlet 13,LSW1,LSW2,0.2,0.8,1,MIX,Hair,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,5,1,4,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,11/15/2015,Customer 13,Outlet 13,LSW1,LSW2,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,1,0,1,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,11/15/2015,Customer 13,Outlet 13,LSW1,LSW2,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,3,0,3,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,12/15/2015,Customer 13,Outlet 13,LSW1,LSW2,0.2,0.8,1,MIX,Hair,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,5,1,4,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,12/15/2015,Customer 13,Outlet 13,LSW1,LSW2,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,1,0,1,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,12/15/2015,Customer 13,Outlet 13,LSW1,LSW2,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,3,0,3,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,1/15/2016,Customer 13,Outlet 13,LSW1,LSW2,0,1,1,MIX,Hair,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,5,0,5,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,1/15/2016,Customer 13,Outlet 13,LSW1,LSW2,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,1,0,1,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,1/15/2016,Customer 13,Outlet 13,LSW1,LSW2,0.333333,0.666667,0,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,3,1,2,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,2/15/2016,Customer 13,Outlet 13,LSW1,LSW2,0,1,1,MIX,Hair,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,5,0,5,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,2/15/2016,Customer 13,Outlet 13,LSW1,LSW2,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,1,0,1,0,MT,0
6P,Banner 13,0,0,0,0,0,0,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,2/15/2016,Customer 13,Outlet 13,LSW1,LSW2,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,3,0,3,0,MT,0
6P,Banner 133,0,0,0,0,0,0,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,3/15/2015,Customer 133,Outlet 133,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,1,0,1,0,MT,0
6P,Banner 133,0,0,0,0,0,0,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,3/15/2015,Customer 133,Outlet 133,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,3,0,3,0,MT,0
6P,Banner 133,0,0,0,0,0,0,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,4/15/2015,Customer 133,Outlet 133,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,1,0,1,0,MT,0
6P,Banner 133,0,0,0,0,0,0,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,4/15/2015,Customer 133,Outlet 133,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,3,0,3,0,MT,0
6P,Banner 133,0,0,0,0,0,0,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,5/15/2015,Customer 133,Outlet 133,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,1,0,1,0,MT,0
6P,Banner 133,0,0,0,0,0,0,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,5/15/2015,Customer 133,Outlet 133,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,3,0,3,0,MT,0
6P,Banner 133,0,0,0,0,0,0,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,6/15/2015,Customer 133,Outlet 133,LSW9,LSW10,1,0,0,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,1,1,0,0,MT,0
6P,Banner 133,0,0,0,0,0,0,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,6/15/2015,Customer 133,Outlet 133,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,3,0,3,0,MT,0
6P,Banner 133,0,0,0,0,0,0,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,7/15/2015,Customer 133,Outlet 133,LSW9,LSW10,1,0,0,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,1,1,0,0,MT,0
6P,Banner 133,0,0,0,0,0,0,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,7/15/2015,Customer 133,Outlet 133,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,3,0,3,0,MT,0
6P,Banner 133,0,0,0,0,0,0,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,8/15/2015,Customer 133,Outlet 133,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,1,0,1,0,MT,0
6P,Banner 133,0,0,0,0,0,0,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,8/15/2015,Customer 133,Outlet 133,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,3,0,3,0,MT,0
6P,Banner 133,0,0,0,0,0,0,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,9/15/2015,Customer 133,Outlet 133,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,1,0,1,0,MT,0
6P,Banner 133,0,0,0,0,0,0,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,9/15/2015,Customer 133,Outlet 133,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,3,0,3,0,MT,0
6P,Banner 133,0,0,0,0,0,0,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,10/15/2015,Customer 133,Outlet 133,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,1,0,1,0,MT,0
6P,Banner 133,0,0,0,0,0,0,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,10/15/2015,Customer 133,Outlet 133,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,3,0,3,0,MT,0
6P,Banner 133,0,0,0,0,0,0,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,11/15/2015,Customer 133,Outlet 133,LSW9,LSW10,1,0,0,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,1,1,0,0,MT,0
6P,Banner 133,0,0,0,0,0,0,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,11/15/2015,Customer 133,Outlet 133,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,3,0,3,0,MT,0
6P,Banner 133,0,0,0,0,0,0,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,12/15/2015,Customer 133,Outlet 133,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,1,0,1,0,MT,0
6P,Banner 133,0,0,0,0,0,0,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,12/15/2015,Customer 133,Outlet 133,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,3,0,3,0,MT,0
6P,Banner 133,0,0,0,0,0,0,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,1/15/2016,Customer 133,Outlet 133,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,1,0,1,0,MT,0
6P,Banner 133,0,0,0,0,0,0,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,1/15/2016,Customer 133,Outlet 133,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,3,0,3,0,MT,0
6P,Banner 133,0,0,0,0,0,0,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,2/15/2016,Customer 133,Outlet 133,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,1,0,1,0,MT,0
6P,Banner 133,0,0,0,0,0,0,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,2/15/2016,Customer 133,Outlet 133,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,3,0,3,0,MT,0
6P,Banner 136,0,0,0,0,0,0,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,3/15/2015,Customer 136,Outlet 136,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Large Supermarkets,1,0,1,0,MT,0
6P,Banner 136,0,0,0,0,0,0,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,3/15/2015,Customer 136,Outlet 136,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Large Supermarkets,3,0,3,0,MT,0
6P,Banner 136,0,0,0,0,0,0,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,4/15/2015,Customer 136,Outlet 136,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Large Supermarkets,1,0,1,0,MT,0
6P,Banner 136,0,0,0,0,0,0,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,4/15/2015,Customer 136,Outlet 136,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Large Supermarkets,3,0,3,0,MT,0
6P,Banner 136,0,0,0,0,0,0,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,5/15/2015,Customer 136,Outlet 136,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Large Supermarkets,1,0,1,0,MT,0
6P,Banner 136,0,0,0,0,0,0,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,5/15/2015,Customer 136,Outlet 136,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Large Supermarkets,3,0,3,0,MT,0
6P,Banner 136,0,0,0,0,0,0,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,6/15/2015,Customer 136,Outlet 136,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Large Supermarkets,1,0,1,0,MT,0
6P,Banner 136,0,0,0,0,0,0,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,6/15/2015,Customer 136,Outlet 136,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Large Supermarkets,3,0,3,0,MT,0
6P,Banner 136,0,0,0,0,0,0,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,7/15/2015,Customer 136,Outlet 136,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Large Supermarkets,1,0,1,0,MT,0
6P,Banner 136,0,0,0,0,0,0,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,7/15/2015,Customer 136,Outlet 136,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Large Supermarkets,3,0,3,0,MT,0
6P,Banner 136,0,0,0,0,0,0,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,8/15/2015,Customer 136,Outlet 136,LSW9,LSW10,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Large Supermarkets,1,0,1,0,MT,0
6P,Banner 136,0,0,0,0,0,0,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,8/15/2015,Customer 136,Outlet 136,LSW9,LSW10,0.333333,0.666667,0,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Large Supermarkets,3,1,2,0,MT,0
6P,Banner 136,0,0,0,0,0,0,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,9/15/2015,Customer 136,Outlet 136,LSW9,LSW10,1,0,0,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Large Supermarkets,1,1,0,0,MT,0
