4P/5P/6P,Average of Cabinet Fill,Banner,CC Answer,CC Audited,CTA Compliance,CTA UL,CTA expected,Cabinet Care Compliance,Cabinet Fill Compliance,Cabinet Type Audited,Cabinet Type Compliance,Cabinet Type in UL,Channel,City,Cluster,Commune,Compliance Level,Country,Customer,Customer type,DT route type,Date of audit,Local Customer Name,Local Outlet Name,Local Sales Workforce 1,Local Sales Workforce 2,Location Audited,Location Compliance,Location in UL,Outlet classification,POS Kits Compliance,POS Kits available,POS Kits expected,PS Compliance,PV Compliance,Pack Compliance,Place Compliance,Planogram Compliance,Planogram Guideline UL,Planogram Guidelines Audited,Price Compliance,Product Compliance,Product category,Product division,Promo Compliance,Proposition Compliance,Province,Region,SOC Compliance,SOC/Cabinet Fill Compliance,SP Compliance,Sales area,Sales region,Sales route,Sales territory,Store area,Store location,Subchannel,Sum of NPD Audited,Sum of NPD Count,Sum of OOS Count,Sum of OSA Audited,Sum of OSA Count,Sum of PV Audited,Sum of PV Count,Sum of Promo Audited,Sum of Promo Count,Sum of SOC Audited,Sum of SOC UL,Sum of SP Audited,Sum of SP Count,Sum of Void Count,Trade Format
5P,0.633333,Banner 103,18,21,1,12,12,1,1,3,1,3,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 103,Key Customer,DTRT 3,1/15/2016,Customer 103,Outlet 103,LSW 3,LSW 4,3,1,3,MIX,1,9,9,1,1,1,1,1,9,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 3,East,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Market Stalls,7,7,0,7,7,7,7,7,7,18,10,7,7,0,DT
5P,0.663333,Banner 100,18,21,1,12,12,1,1,2,1,2,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 100,Others,DTRT 3,1/15/2016,Customer 100,Outlet 100,LSW 3,LSW 4,2,1,2,MIX,1,9,9,1,1,1,1,1,9,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 3,East,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,7,7,1,7,6,7,7,7,7,21,13,7,7,0,DT
6P,0.623333,Banner 175,18,21,1,12,12,1,1,3,1,3,Convenience,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 175,Key Customer,DTRT 5,1/15/2016,Customer 175,Outlet 175,LSW 5,LSW 6,3,1,3,MIX,1,9,9,1,1,1,1,1,12,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Convenience,7,7,0,7,7,5,5,7,7,17,10,7,7,0,DT
6P,0.68,Banner 163,18,21,1,12,12,1,1,3,1,3,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 163,Key Customer,DTRT 5,1/15/2016,Customer 163,Outlet 163,LSW 5,LSW 6,2,1,2,MIX,1,9,9,0,1,1,1,1,12,12,1,0,Ice Cream,Beverages & Refreshments,0,1,Province 5,Central,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Beauty Pharmacy-Chemist,7,7,1,7,5,5,5,7,6,16,15,7,7,1,DT
4P,0.61,Banner 160,18,21,1,12,12,1,1,2,1,2,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 160,Others,DTRT 5,1/15/2016,Customer 160,Outlet 160,LSW 5,LSW 6,3,1,3,MIX,1,9,9,1,1,1,1,1,12,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Perfumeries and Premium Beauty,7,7,1,7,6,5,5,7,7,18,15,7,7,0,DT
4P,0.636667,Banner 172,17,21,1,12,12,1,1,1,1,1,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Key Customer,DTRT 5,1/15/2016,Customer 172,Outlet 172,LSW 5,LSW 6,1,1,1,MIX,1,9,9,0,1,1,1,1,12,12,1,0,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),7,7,2,7,5,5,5,7,7,18,10,7,7,0,DT
5P,0.566667,Banner 184,18,21,1,12,12,1,1,2,1,2,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 184,Key Customer,DTRT 5,1/15/2016,Customer 184,Outlet 184,LSW 5,LSW 6,3,1,3,MIX,1,9,9,0,1,1,1,1,12,12,1,0,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Cafes / Snack Bars / Bars,7,7,4,7,3,5,5,7,7,17,10,7,7,0,DT
5P,0.856667,Banner 181,18,21,1,12,12,1,1,3,1,3,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 181,Key Customer,DTRT 5,1/15/2016,Customer 181,Outlet 181,LSW 5,LSW 6,3,1,3,MIX,1,9,9,1,1,1,1,1,12,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hotels / Restaurants,7,7,0,7,7,5,5,7,7,20,11,7,7,0,DT
6P,0.616667,Banner 193,18,21,1,12,12,1,1,2,1,2,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 193,Key Customer,DTRT 5,1/15/2016,Customer 193,Outlet 193,LSW 5,LSW 6,2,1,2,MIX,1,9,9,1,1,1,1,1,12,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,0,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Institutions education / government,7,7,1,7,6,5,5,7,7,23,10,7,7,0,DT
6P,0.793333,Banner 178,17,21,1,12,12,1,1,3,1,3,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,DTRT 5,1/15/2016,Customer 178,Outlet 178,LSW 5,LSW 6,2,1,2,MIX,1,9,9,1,1,1,1,1,12,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,7,7,1,7,6,5,5,7,7,15,13,7,7,0,DT
4P,0.78,Banner 196,18,21,1,12,12,1,1,3,1,3,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 196,Key Customer,DTRT 5,1/15/2016,Customer 196,Outlet 196,LSW 5,LSW 6,3,1,3,MIX,1,9,9,1,1,1,1,1,12,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Non-food retail,7,7,1,7,6,5,5,7,7,17,10,7,7,0,DT
4P,0.61,Banner 187,18,21,1,12,12,1,1,3,1,3,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 187,Key Customer,DTRT 5,1/15/2016,Customer 187,Outlet 187,LSW 5,LSW 6,3,1,3,MIX,1,9,9,1,1,1,1,1,12,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,SCO Services / Companies / Offices,7,7,0,7,7,5,5,7,7,18,15,7,7,0,DT
5P,0.51,Banner 190,18,21,1,12,12,1,1,3,1,3,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 190,Others,DTRT 5,1/15/2016,Customer 190,Outlet 190,LSW 5,LSW 6,3,1,3,MIX,1,9,9,1,1,1,1,1,12,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Travel & Leisure,7,7,0,7,7,5,5,7,7,18,15,7,7,0,DT
5P,0.6,Banner 169,18,21,1,12,12,1,1,2,1,2,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Key Customer,DTRT 5,1/15/2016,Customer 169,Outlet 169,LSW 5,LSW 6,2,1,2,MIX,1,9,9,1,1,1,1,1,12,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,7,7,1,7,6,5,5,7,7,18,10,7,7,0,DT
6P,0.566667,Banner 166,18,21,1,12,12,1,1,3,1,3,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 166,Others,DTRT 5,1/15/2016,Customer 166,Outlet 166,LSW 5,LSW 6,2,1,2,MIX,1,9,9,0,1,1,1,1,12,12,1,0,Ice Cream,Beverages & Refreshments,0,1,Province 5,Central,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mom & Pop,7,7,2,7,5,5,5,7,6,18,13,7,7,0,DT
6P,0.583333,Banner 43,18,21,1,12,12,1,1,2,1,2,Convenience,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 43,Key Customer,DTRT 1,1/15/2016,Customer 43,Outlet 43,LSW 1,LSW 2,2,1,2,MIX,1,9,9,0,0,1,1,1,12,12,0,1,Ice Cream,Beverages & Refreshments,1,1,Province 1,North,1,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Convenience,7,7,0,7,7,9,8,7,7,19,12,7,7,0,DT
5P,0.406667,Banner 100,17,21,1,12,12,1,0,2,1,2,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 100,Others,DTRT 3,10/15/2015,Customer 100,Outlet 100,LSW 3,LSW 4,2,1,2,MIX,1,9,9,1,1,1,1,1,9,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 3,East,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,7,7,1,7,6,7,7,7,7,20,15,7,7,0,DT
5P,0.676667,Banner 100,18,21,1,12,12,1,1,2,1,2,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 100,Others,DTRT 3,11/15/2015,Customer 100,Outlet 100,LSW 3,LSW 4,2,1,2,MIX,1,9,9,1,1,1,1,1,9,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 3,East,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,7,7,1,7,6,7,7,7,7,18,11,7,7,0,DT
5P,0.796667,Banner 100,18,21,1,12,12,1,1,2,1,2,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 100,Others,DTRT 3,12/15/2015,Customer 100,Outlet 100,LSW 3,LSW 4,2,1,2,MIX,1,9,9,1,1,1,1,1,9,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 3,East,0,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,7,7,1,7,6,7,7,7,7,21,10,7,7,0,DT
5P,0.8,Banner 100,18,21,1,12,12,1,1,2,1,2,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 100,Others,DTRT 3,2/15/2016,Customer 100,Outlet 100,LSW 3,LSW 4,1,0,0,MIX,1,9,9,0,1,0,0,1,9,12,0,1,Ice Cream,Beverages & Refreshments,1,1,Province 3,East,1,1,0,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,7,6,1,7,6,7,7,7,7,19,15,7,6,0,DT
5P,0.533333,Banner 100,18,21,1,12,12,1,1,3,1,3,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 100,Others,DTRT 3,3/15/2015,Customer 100,Outlet 100,LSW 3,LSW 4,2,1,2,MIX,1,9,9,0,0,0,1,1,9,12,0,1,Ice Cream,Beverages & Refreshments,1,1,Province 3,East,1,1,0,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,7,6,0,7,7,7,6,7,7,17,10,7,6,0,DT
5P,0.693333,Banner 100,18,21,1,12,12,1,1,2,1,2,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 100,Others,DTRT 3,4/15/2015,Customer 100,Outlet 100,LSW 3,LSW 4,2,1,2,MIX,1,9,9,1,1,1,1,1,9,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 3,East,0,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,7,7,1,7,6,7,7,7,7,21,10,7,7,0,DT
5P,0.563333,Banner 100,18,21,1,12,12,1,1,2,1,2,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 100,Others,DTRT 3,5/15/2015,Customer 100,Outlet 100,LSW 3,LSW 4,2,1,2,MIX,1,9,9,1,1,1,1,1,9,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 3,East,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,7,7,1,7,6,7,7,7,7,20,15,7,7,0,DT
5P,0.526667,Banner 100,18,21,1,12,12,1,1,3,1,3,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 100,Others,DTRT 3,6/15/2015,Customer 100,Outlet 100,LSW 3,LSW 4,1,1,1,MIX,1,9,9,0,0,1,1,1,9,12,0,1,Ice Cream,Beverages & Refreshments,0,1,Province 3,East,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,7,7,0,7,7,7,6,7,6,15,10,7,7,0,DT
5P,0.69,Banner 100,18,21,1,12,12,1,1,3,1,3,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 100,Others,DTRT 3,7/15/2015,Customer 100,Outlet 100,LSW 3,LSW 4,1,1,1,MIX,1,9,9,0,0,1,1,1,9,12,0,1,Ice Cream,Beverages & Refreshments,1,1,Province 3,East,0,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,7,7,1,7,6,7,5,7,7,21,10,7,7,0,DT
5P,0.74,Banner 100,18,21,1,12,12,1,1,3,1,3,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 100,Others,DTRT 3,8/15/2015,Customer 100,Outlet 100,LSW 3,LSW 4,2,1,2,MIX,1,9,9,0,1,1,1,1,9,12,1,0,Ice Cream,Beverages & Refreshments,1,1,Province 3,East,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,7,7,2,7,5,7,7,7,7,22,11,7,7,0,DT
5P,0.67,Banner 100,18,21,1,12,12,1,1,3,1,3,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 100,Others,DTRT 3,9/15/2015,Customer 100,Outlet 100,LSW 3,LSW 4,3,1,3,MIX,1,9,9,1,1,1,1,1,9,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 3,East,0,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,7,7,0,7,7,7,7,7,7,21,10,7,7,0,DT
5P,0.763333,Banner 103,18,21,1,12,12,1,1,3,1,3,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 103,Key Customer,DTRT 3,10/15/2015,Customer 103,Outlet 103,LSW 3,LSW 4,3,1,3,MIX,1,9,9,1,1,1,1,1,9,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 3,East,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Market Stalls,7,7,0,7,7,7,7,7,7,22,11,7,7,0,DT
5P,0.71,Banner 103,18,21,1,12,12,1,1,3,1,3,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 103,Key Customer,DTRT 3,11/15/2015,Customer 103,Outlet 103,LSW 3,LSW 4,3,1,3,MIX,1,9,9,1,1,1,1,1,9,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 3,East,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Market Stalls,7,7,0,7,7,7,7,7,7,17,10,7,7,0,DT
5P,0.653333,Banner 13,18,21,1,12,12,1,1,3,1,3,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Key Customer,DTRT 1,10/15/2015,Customer 13,Outlet 13,LSW 1,LSW 2,3,1,3,MIX,0,8,9,0,1,1,1,1,10,12,1,1,Ice Cream,Beverages & Refreshments,1,0,Province 1,North,1,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,7,7,1,7,6,7,7,7,7,19,10,7,7,0,MT
4P,0.566667,Banner 19,18,21,1,12,12,1,1,3,1,3,Direct,City 1,SEAA,Commune 1,Category,Indonesia,Customer 19,Key Customer,DTRT 1,10/15/2015,Customer 19,Outlet 19,LSW 1,LSW 2,3,1,3,MIX,1,9,9,1,1,1,1,1,10,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 1,North,1,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Direct Sales,7,7,0,7,7,7,7,7,7,16,11,7,7,0,MT
4P,0.55,Banner 16,18,21,1,12,12,1,1,3,1,3,Direct,City 1,SEAA,Commune 1,Category,Indonesia,Customer 16,Others,DTRT 1,10/15/2015,Customer 16,Outlet 16,LSW 1,LSW 2,3,1,3,MIX,1,9,9,1,1,1,1,1,11,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 1,North,1,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,E-Commerce,7,7,0,7,7,7,7,7,7,18,15,7,7,0,MT
4P,0.69,Banner 10,17,21,1,12,12,1,1,3,1,3,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Key Customer,DTRT 1,10/15/2015,Customer 10,Outlet 10,LSW 1,LSW 2,3,1,3,MIX,0,8,9,0,1,1,1,1,10,12,1,1,Ice Cream,Beverages & Refreshments,1,0,Province 1,North,1,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,7,7,1,7,6,9,9,7,7,18,15,7,7,0,MT
5P,0.736667,Banner 22,18,21,1,12,12,1,1,3,1,3,Drug,City 1,SEAA,Commune 1,Category,Indonesia,Customer 22,Key Customer,DTRT 1,10/15/2015,Customer 22,Outlet 22,LSW 1,LSW 2,2,1,2,MIX,1,9,9,0,1,1,1,1,11,12,1,0,Ice Cream,Beverages & Refreshments,1,1,Province 1,North,1,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mainstream Drugstores,7,7,1,7,5,9,9,7,7,20,12,7,7,1,MT
4P,0.626667,Banner 1,18,21,1,12,12,1,1,3,1,3,Hypermarket,City 1,SEAA,Commune 1,Category,Indonesia,Customer 1,Key Customer,DTRT 1,10/15/2015,Customer 1,Outlet 1,LSW 1,LSW 2,3,1,3,MIX,1,9,9,1,1,1,1,1,10,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 1,North,1,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Hypermarket,7,7,0,7,7,9,9,7,7,18,11,7,7,0,MT
5P,0.593333,Banner 25,18,21,1,12,12,1,1,2,1,2,Mass Merchandiser (non-grocery),City 1,SEAA,Commune 1,Category,Indonesia,Customer 25,Key Customer,DTRT 1,10/15/2015,Customer 25,Outlet 25,LSW 1,LSW 2,2,1,2,MIX,1,9,9,0,0,1,1,1,10,12,0,1,Ice Cream,Beverages & Refreshments,1,1,Province 1,North,1,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mass Merchandiser (non-grocery),7,7,0,7,7,9,8,7,7,22,14,7,7,0,MT
6P,0.696667,Banner 4,18,21,1,12,12,1,1,3,1,3,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,DTRT 1,10/15/2015,Customer 4,Outlet 4,LSW 1,LSW 2,3,1,3,MIX,0,8,9,0,1,1,1,1,10,12,1,1,Ice Cream,Beverages & Refreshments,1,0,Province 1,North,1,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,7,7,0,7,7,9,9,7,7,19,15,7,7,0,MT
4P,0.873333,Banner 7,18,21,1,12,12,1,1,3,1,3,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 7,Key Customer,DTRT 1,10/15/2015,Customer 7,Outlet 7,LSW 1,LSW 2,2,1,2,MIX,1,9,9,1,1,1,1,1,11,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 1,North,1,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Small Supermarkets,7,7,1,7,6,9,9,7,7,20,12,7,7,0,MT
5P,0.603333,Banner 103,18,21,1,12,12,1,1,1,1,1,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 103,Key Customer,DTRT 3,12/15/2015,Customer 103,Outlet 103,LSW 3,LSW 4,1,1,1,MIX,1,9,9,0,1,1,1,1,9,12,1,0,Ice Cream,Beverages & Refreshments,1,1,Province 3,East,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Market Stalls,7,7,2,7,5,7,7,7,7,16,11,7,7,0,DT
5P,0.713333,Banner 103,18,21,1,12,12,1,1,2,1,2,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 103,Key Customer,DTRT 3,2/15/2016,Customer 103,Outlet 103,LSW 3,LSW 4,2,1,2,MIX,1,9,9,1,1,1,1,1,9,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 3,East,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Market Stalls,7,7,1,7,6,7,7,7,7,19,15,7,7,0,DT
5P,0.586667,Banner 103,18,21,1,12,12,1,1,3,1,3,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 103,Key Customer,DTRT 3,3/15/2015,Customer 103,Outlet 103,LSW 3,LSW 4,3,1,3,MIX,1,9,9,1,1,1,1,1,9,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 3,East,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Market Stalls,7,7,0,7,7,7,7,7,7,20,10,7,7,0,DT
5P,0.493333,Banner 103,18,21,1,12,12,1,0,3,1,3,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 103,Key Customer,DTRT 3,4/15/2015,Customer 103,Outlet 103,LSW 3,LSW 4,3,1,3,MIX,1,9,9,1,1,1,1,1,9,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 3,East,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Market Stalls,7,7,0,7,7,7,7,7,7,21,15,7,7,0,DT
5P,0.84,Banner 103,18,21,1,12,12,1,1,3,1,3,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 103,Key Customer,DTRT 3,5/15/2015,Customer 103,Outlet 103,LSW 3,LSW 4,1,0,0,MIX,1,9,9,0,1,0,0,1,9,12,0,1,Ice Cream,Beverages & Refreshments,0,1,Province 3,East,1,1,0,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Market Stalls,7,6,0,7,7,7,7,7,5,21,15,7,6,0,DT
5P,0.64,Banner 103,18,21,1,12,12,1,1,3,1,3,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 103,Key Customer,DTRT 3,6/15/2015,Customer 103,Outlet 103,LSW 3,LSW 4,1,1,1,MIX,1,9,9,0,1,0,1,1,9,12,0,1,Ice Cream,Beverages & Refreshments,0,1,Province 3,East,0,1,0,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Market Stalls,7,6,0,7,7,7,7,7,6,22,10,7,6,0,DT
5P,0.513333,Banner 103,18,21,1,12,12,1,1,1,1,1,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 103,Key Customer,DTRT 3,7/15/2015,Customer 103,Outlet 103,LSW 3,LSW 4,1,1,1,MIX,1,9,9,0,1,0,1,1,9,12,0,0,Ice Cream,Beverages & Refreshments,1,1,Province 3,East,1,1,0,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Market Stalls,7,5,2,7,5,7,7,7,7,18,10,7,5,0,DT
5P,0.67,Banner 103,18,21,1,12,12,1,1,3,1,3,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 103,Key Customer,DTRT 3,8/15/2015,Customer 103,Outlet 103,LSW 3,LSW 4,3,1,3,MIX,1,9,9,1,1,1,1,1,9,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 3,East,0,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Market Stalls,7,7,0,7,7,7,7,7,7,21,10,7,7,0,DT
5P,0.59,Banner 103,18,21,0,8,12,1,1,1,1,1,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 103,Key Customer,DTRT 3,9/15/2015,Customer 103,Outlet 103,LSW 3,LSW 4,1,1,1,MIX,1,9,9,0,1,0,1,1,9,12,0,1,Ice Cream,Beverages & Refreshments,1,0,Province 3,East,1,1,0,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Market Stalls,7,6,1,7,6,7,7,7,7,19,13,7,6,0,DT
4P,0.613333,Banner 106,18,21,1,12,12,1,1,2,1,2,Independent (family grocer),City 3,SEAA,Commune 3,Outlet,Philippines,Customer 106,Key Customer,DTRT 3,10/15/2015,Customer 106,Outlet 106,LSW 3,LSW 4,1,1,1,MIX,1,9,9,0,0,0,1,1,9,12,0,1,Ice Cream,Beverages & Refreshments,1,1,Province 3,East,1,1,0,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Independent (family grocer),7,6,1,7,6,7,6,7,7,17,10,7,6,0,DT
4P,0.573333,Banner 106,18,21,1,12,12,1,1,2,1,2,Independent (family grocer),City 3,SEAA,Commune 3,Outlet,Philippines,Customer 106,Key Customer,DTRT 3,11/15/2015,Customer 106,Outlet 106,LSW 3,LSW 4,1,1,1,MIX,1,9,9,0,0,1,1,1,9,12,0,1,Ice Cream,Beverages & Refreshments,1,1,Province 3,East,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Independent (family grocer),7,7,1,7,6,7,6,7,7,19,15,7,7,0,DT
4P,0.38,Banner 106,18,21,1,12,12,1,0,3,1,3,Independent (family grocer),City 3,SEAA,Commune 3,Outlet,Philippines,Customer 106,Key Customer,DTRT 3,12/15/2015,Customer 106,Outlet 106,LSW 3,LSW 4,3,1,3,MIX,1,9,9,1,1,1,1,1,9,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 3,East,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Independent (family grocer),7,7,0,7,7,7,7,7,7,19,14,7,7,0,DT
4P,0.483333,Banner 106,18,21,1,12,12,1,0,2,1,2,Independent (family grocer),City 3,SEAA,Commune 3,Outlet,Philippines,Customer 106,Key Customer,DTRT 3,2/15/2016,Customer 106,Outlet 106,LSW 3,LSW 4,2,1,2,MIX,1,9,9,1,1,1,1,1,9,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 3,East,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Independent (family grocer),7,7,1,7,6,7,7,7,7,19,12,7,7,0,DT
